x1,x2,output
289000,789000,0
860000,210000,0
-88800,1740000,0
-1960000,-46300,0
146000,-1580000,0
-1670000,677000,0
710000,-302000,0
1740000,107000,0
-1530000,1180000,0
-838000,-504000,0
1750000,448000,0
155000,919000,0
968000,259000,0
-36000,737000,0
884000,-329000,0
-1770000,130000,0
-81000,839000,0
1620000,-801000,0
-403000,-844000,0
1550000,-886000,0
-406000,1780000,0
-824000,-320000,0
454000,-699000,0
290000,714000,0
-978000,357000,0
773000,-515000,0
-1500000,708000,0
1760000,354000,0
-1550000,-896000,0
907000,312000,0
680000,-378000,0
-152000,1820000,0
-399000,711000,0
-1610000,-846000,0
423000,1480000,0
-826000,-1710000,0
526000,-700000,0
1180000,-1210000,0
-1520000,983000,0
-549000,1540000,0
1760000,-510000,0
1920000,-25200,0
620000,-1700000,0
1410000,1110000,0
1530000,-1180000,0
1280000,1320000,0
-1700000,-738000,0
784000,1740000,0
-1610000,847000,0
-747000,-521000,0
-718000,413000,0
-1380000,-1110000,0
187000,-747000,0
-629000,1650000,0
-826000,146000,0
1390000,1010000,0
-1090000,1390000,0
-1550000,1090000,0
-1670000,-446000,0
1690000,350000,0
307000,904000,0
1200000,1290000,0
-229000,685000,0
151000,1740000,0
897000,1500000,0
-1370000,-1070000,0
478000,-1700000,0
-245000,905000,0
940000,13600,0
59900,-1790000,0
1890000,82300,0
894000,-105000,0
-788000,-333000,0
-1300000,-1200000,0
-464000,-706000,0
637000,541000,0
734000,-1540000,0
-821000,228000,0
335000,901000,0
627000,1720000,0
1690000,-376000,0
1070000,-1500000,0
-334000,-1890000,0
-1400000,-924000,0
901000,-200000,0
-760000,-234000,0
-1770000,-518000,0
1040000,1360000,0
1620000,-342000,0
219000,-853000,0
573000,-679000,0
1650000,-808000,0
317000,-1660000,0
509000,758000,0
-906000,-196000,0
862000,-148000,0
-552000,1850000,0
-869000,-141000,0
-196000,865000,0
1660000,667000,0
-406000,709000,0
348000,-770000,0
1440000,734000,0
-871000,-352000,0
-29000,-863000,0
-492000,-1700000,0
-576000,537000,0
-1220000,1230000,0
536000,-372000,0
1370000,-1180000,0
-565000,1500000,0
-180000,790000,0
-567000,828000,0
-302000,-936000,0
-376000,1630000,0
679000,-537000,0
1890000,-425000,0
-782000,467000,0
-1640000,-1120000,0
1180000,-1060000,0
372000,915000,0
-1540000,1000000,0
-639000,-452000,0
749000,-1540000,0
134000,-891000,0
-202000,886000,0
-1690000,208000,0
-690000,-166000,0
709000,-639000,0
1050000,-70000,0
667000,-376000,0
935000,-559000,0
-542000,703000,0
-668000,-1740000,0
-958000,-198000,0
54000,1700000,0
-1490000,1110000,0
590000,-741000,0
354000,-745000,0
748000,-393000,0
434000,-858000,0
-294000,801000,0
-637000,566000,0
1720000,-950000,0
-388000,714000,0
-327000,-1730000,0
-870000,3080,0
-1780000,512000,0
-462000,-622000,0
1790000,-148000,0
1610000,715000,0
-52500,-1810000,0
-913000,-59200,0
-422000,1810000,0
-45300,895000,0
-318000,796000,0
818000,-194000,0
-1370000,-1110000,0
868000,-1540000,0
1300000,-1180000,0
-1600000,772000,0
632000,1620000,0
883000,-1540000,0
-1210000,-1430000,0
1750000,624000,0
-746000,413000,0
-956000,154000,0
-1850000,248000,0
840000,209000,0
-1350000,-1130000,0
533000,822000,0
1550000,-881000,0
-1590000,-671000,0
-826000,-469000,0
176000,868000,0
-751000,-383000,0
1690000,923000,0
-611000,1650000,0
-1550000,712000,0
718000,526000,0
-917000,-413000,0
977000,-194000,0
1620000,878000,0
-197000,890000,0
-159000,-1820000,0
-520000,-1670000,0
-705000,459000,0
-515000,453000,0
-1810000,-67800,0
644000,527000,0
-532000,-413000,0
1540000,495000,0
-1180000,1450000,0
-346000,974000,0
726000,-529000,0
1080000,1540000,0
387000,-770000,0
-929000,314000,0
-1500000,-941000,0
973000,1530000,0
-135000,1980000,0
-636000,698000,0
318000,-921000,0
-742000,412000,0
-716000,540000,0
85300,-768000,0
80500,-1730000,0
310000,-892000,0
737000,368000,0
-321000,-946000,0
-880000,-1680000,0
-1510000,84500,0
453000,-755000,0
-314000,-876000,0
-449000,-807000,0
620000,-602000,0
-767000,-1500000,0
813000,515000,0
404000,-1670000,0
1490000,644000,0
-92400,-771000,0
-271000,-1630000,0
1330000,1320000,0
454000,746000,0
-798000,-520000,0
-260000,-876000,0
1600000,685000,0
-535000,644000,0
1400000,1080000,0
-1080000,-1390000,0
186000,-887000,0
1810000,-150000,0
239000,-863000,0
-773000,1510000,0
1450000,-1000000,0
1700000,-380000,0
394000,-1750000,0
22700,1780000,0
378000,1690000,0
327000,-732000,0
-1500000,712000,0
1740000,160000,0
-328000,-1660000,0
547000,-626000,0
-1110000,-1490000,0
34800,-1800000,0
-852000,-139000,0
-1750000,-166000,0
390000,861000,0
-629000,-632000,0
567000,-422000,0
749000,584000,0
-982000,96900,0
908000,-528000,0
1300000,-1340000,0
-159000,-813000,0
1870000,1660,0
-386000,815000,0
-909000,102000,0
911000,-1590000,0
210000,940000,0
-681000,407000,0
854000,-218000,0
-759000,418000,0
812000,-1560000,0
-789000,262000,0
292000,684000,0
1020000,154000,0
-1760000,-854000,0
-693000,-1640000,0
-227000,763000,0
-357000,-939000,0
-1850000,-349000,0
-92000,-830000,0
-766000,-83400,0
-851000,-246000,0
762000,387000,0
884000,343000,0
741000,-469000,0
1500000,-883000,0
1340000,-1230000,0
-886000,-194000,0
419000,764000,0
277000,-713000,0
1010000,-1360000,0
-908000,1440000,0
1790000,-529000,0
1490000,-1140000,0
781000,627000,0
-1390000,-875000,0
621000,911000,0
-853000,1540000,0
-1740000,-660000,0
-716000,-338000,0
-976000,1620000,0
-775000,298000,0
131000,-901000,0
-1080000,-1550000,0
372000,-844000,0
-1570000,-718000,0
-747000,-650000,0
746000,-331000,0
-528000,689000,0
86700,-778000,0
-679000,-448000,0
-88200,-1070000,0
-753000,-233000,0
-67600,691000,0
-539000,-1510000,0
-576000,668000,0
-32200,-1780000,0
1080000,-1420000,0
1240000,-1330000,0
-735000,645000,0
-143000,1040000,0
855000,-322000,0
-1760000,-692000,0
-34500,1720000,0
-713000,1630000,0
-14700,-731000,0
114000,-919000,0
802000,-398000,0
-876000,249000,0
435000,828000,0
1530000,795000,0
361000,-891000,0
14000,-919000,0
1170000,-1300000,0
732000,535000,0
-83200,789000,0
797000,41400,0
237000,-1740000,0
1330000,1170000,0
-1370000,-1190000,0
-763000,-444000,0
-801000,289000,0
1610000,642000,0
-469000,-674000,0
-684000,1350000,0
840000,-280000,0
-1310000,1120000,0
1650000,-849000,0
1550000,-841000,0
-1160000,1260000,0
35500,777000,0
-126000,-1750000,0
-1760000,-279000,0
-1200000,1350000,0
-740000,287000,0
-941000,-1350000,0
1030000,-120000,0
-969000,-23200,0
1160000,-1340000,0
-1270000,1280000,0
-714000,671000,0
542000,733000,0
-1770000,-212000,0
-1180000,1370000,0
-1740000,-596000,0
-107000,-977000,0
-1660000,425000,0
-1280000,-1150000,0
-1900000,259000,0
892000,-167000,0
780000,816000,0
-261000,-1810000,0
-1490000,744000,0
-963000,-231000,0
-86000,1770000,0
977000,108000,0
-272000,863000,0
1580000,986000,0
-940000,-1610000,0
1680000,143000,0
285000,844000,0
-771000,-1550000,0
-751000,-507000,0
1720000,-563000,0
162000,-911000,0
1510000,754000,0
-579000,696000,0
643000,-610000,0
-1620000,-593000,0
-308000,-1790000,0
-201000,1810000,0
-1600000,668000,0
-1050000,-1390000,0
616000,650000,0
-285000,-694000,0
-555000,-1670000,0
828000,-368000,0
-1820000,-600000,0
730000,-1710000,0
-555000,619000,0
501000,-1730000,0
-164000,-1850000,0
798000,329000,0
-1220000,-1390000,0
-645000,-648000,0
800000,1480000,0
1850000,225000,0
-902000,341000,0
487000,-520000,0
-1210000,-1280000,0
-14500,-1830000,0
-473000,587000,0
852000,514000,0
-540000,-704000,0
1250000,1300000,0
1470000,870000,0
-987000,-28600,0
-97400,907000,0
-1760000,-320000,0
312000,1600000,0
-591000,666000,0
311000,-945000,0
-1780000,419000,0
-12100,1990000,0
-861000,-315000,0
-1850000,161000,0
1160000,1580000,0
1330000,-737000,0
-874000,1450000,0
-244000,1020000,0
-1610000,772000,0
-162000,758000,0
-1850000,-196000,0
-1910000,377000,0
-1130000,1440000,0
-1690000,256000,0
-842000,-296000,0
-786000,603000,0
525000,-665000,0
1670000,-441000,0
784000,-613000,0
1830000,150000,0
1520000,733000,0
689000,-557000,0
-631000,-902000,0
894000,371000,0
-1770000,170000,0
860000,301000,0
958000,-240000,0
351000,-835000,0
1670000,-238000,0
1340000,-1200000,0
1250000,1270000,0
-661000,-739000,0
43200,-857000,0
-72400,1800000,0
147000,1820000,0
146000,-885000,0
809000,-401000,0
1650000,-542000,0
739000,373000,0
-361000,-1740000,0
1780000,-160000,0
1420000,1090000,0
-860000,222000,0
-1640000,-443000,0
-1290000,1470000,0
390000,-1720000,0
-1570000,-188000,0
109000,-828000,0
820000,1650000,0
-1170000,1440000,0
835000,246000,0
-494000,-705000,0
1310000,1290000,0
670000,339000,0
345000,-631000,0
-187000,768000,0
-951000,-497000,0
933000,6910,0
-1350000,1190000,0
-1140000,1430000,0
845000,-228000,0
1590000,-911000,0
-394000,-806000,0
929000,-160000,0
-1430000,-615000,0
149000,836000,0
-1710000,244000,0
642000,-1600000,0
-856000,1730000,0
148000,-883000,0
1740000,-578000,0
-273000,-990000,0
-199000,936000,0
-768000,599000,0
762000,358000,0
-1690000,-27300,0
-1110000,-1030000,0
1190000,1450000,0
-662000,-769000,0
-316000,-825000,0
1420000,-835000,0
-815000,-350000,0
-838000,-1650000,0
1250000,-1280000,0
-865000,113000,0
-136000,-919000,0
447000,678000,0
133000,1020000,0
-1730000,131000,0
913000,-26800,0
-1810000,-219000,0
-321000,1870000,0
1580000,891000,0
-579000,-830000,0
690000,661000,0
-1200000,1310000,0
-100000,-863000,0
886000,133000,0
-824000,-203000,0
-690000,675000,0
826000,379000,0
-389000,-1630000,0
-1290000,-1360000,0
-833000,-375000,0
-278000,-802000,0
328000,-665000,0
-601000,-855000,0
76900,1870000,0
867000,93600,0
1810000,-16200,0
19400,-983000,0
-1640000,913000,0
-397000,1850000,0
-149000,915000,0
310000,-678000,0
-149000,913000,0
-456000,908000,0
-460000,-1770000,0
-955000,1620000,0
1710000,596000,0
1270000,-1190000,0
-817000,-212000,0
-664000,1510000,0
315000,911000,0
-225000,861000,0
-376000,857000,0
45500,-841000,0
-247000,751000,0
-993000,1430000,0
1220000,1310000,0
1680000,294000,0
755000,-249000,0
462000,722000,0
701000,553000,0
-632000,603000,0
430000,723000,0
869000,-363000,0
-72200,-1740000,0
-496000,590000,0
-807000,-332000,0
-598000,-1760000,0
969000,-1590000,0
-1010000,-1400000,0
766000,-442000,0
-530000,791000,0
1740000,-243000,0
881000,154000,0
836000,-144000,0
-947000,137000,0
-1640000,28400,0
17900,755000,0
-536000,1540000,0
-1740000,-603000,0
-249000,1680000,0
1290000,1030000,0
-115000,1850000,0
-1040000,-1430000,0
766000,297000,0
633000,1920000,0
716000,191000,0
-1600000,863000,0
-544000,-659000,0
393000,578000,0
-1400000,-1110000,0
657000,1570000,0
-454000,-734000,0
-639000,-317000,0
-666000,-354000,0
-726000,636000,0
-274000,-962000,0
1820000,-111000,0
615000,-1850000,0
551000,689000,0
-160000,-909000,0
1370000,1140000,0
521000,1920000,0
-918000,266000,0
-885000,-366000,0
-641000,-632000,0
796000,1660000,0
-828000,316000,0
939000,86800,0
-1710000,-275000,0
625000,1520000,0
-149000,837000,0
-1610000,-676000,0
-509000,453000,0
13900,880000,0
-1910000,-419000,0
967000,127000,0
716000,-571000,0
438000,970000,0
72900,928000,0
-1610000,297000,0
1200000,1410000,0
884000,-1460000,0
227000,-1700000,0
1800000,547000,0
-1180000,-1390000,0
592000,1660000,0
548000,-867000,0
500000,1690000,0
-99400,-1920000,0
431000,850000,0
168000,1020000,0
-705000,-1600000,0
-764000,305000,0
-493000,-840000,0
-719000,1640000,0
-499000,827000,0
-740000,1650000,0
85600,-839000,0
-1010000,-63000,0
-574000,811000,0
1310000,-1370000,0
473000,-1910000,0
177000,896000,0
-896000,-347000,0
1450000,919000,0
599000,-762000,0
94900,1700000,0
-571000,1640000,0
2800,1630000,0
-660000,-683000,0
-214000,848000,0
-335000,849000,0
-583000,-1830000,0
1550000,-1100000,0
162000,750000,0
-660000,528000,0
-863000,397000,0
795000,224000,0
-1730000,-45700,0
-310000,-808000,0
540000,-898000,0
-1730000,617000,0
568000,713000,0
-996000,1510000,0
1760000,127,0
-986000,1630000,0
920000,97900,0
1660000,646000,0
886000,-112000,0
-139000,-1810000,0
939000,1570000,0
1040000,221000,0
1120000,-1210000,0
-617000,594000,0
1610000,-665000,0
1250000,1200000,0
-932000,109000,0
-1080000,-1430000,0
712000,-151000,0
58500,849000,0
1430000,-1050000,0
1760000,297000,0
-695000,1600000,0
1840000,805000,0
344000,1550000,0
-1380000,-927000,0
1800000,-208000,0
824000,517000,0
-276000,-972000,0
-869000,213000,0
672000,554000,0
-1440000,1130000,0
-572000,736000,0
91600,1860000,0
1700000,-751000,0
1250000,-1330000,0
201000,-954000,0
-1360000,1250000,0
877000,-215000,0
-229000,-744000,0
918000,88100,0
-63600,-871000,0
-546000,-870000,0
-93200,849000,0
1330000,-1180000,0
534000,-673000,0
982000,356000,0
-298000,1630000,0
-1830000,536000,0
-1480000,1080000,0
-336000,1730000,0
802000,-151000,0
-1370000,1140000,0
-1830000,-107000,0
301000,1680000,0
-1600000,-645000,0
-595000,1730000,0
700000,-1600000,0
1870000,407000,0
-656000,-1500000,0
-902000,59500,0
1390000,952000,0
1210000,1270000,0
-785000,-221000,0
-1710000,-217000,0
633000,679000,0
1840000,-62200,0
-1800000,41900,0
-928000,1380000,0
-392000,-663000,0
-348000,772000,0
-1440000,1070000,0
90500,-826000,0
772000,-566000,0
-1770000,-615000,0
823000,-374000,0
110000,860000,0
1760000,594000,0
-345000,1780000,0
-396000,-1680000,0
393000,-875000,0
-1080000,-1570000,0
425000,-1670000,0
1250000,1150000,0
-802000,-1560000,0
-1210000,1260000,0
-578000,-597000,0
518000,589000,0
1430000,987000,0
62100,-1670000,0
169000,1810000,0
-825000,59800,0
669000,-705000,0
-890000,-1550000,0
1010000,1380000,0
-1350000,1060000,0
1520000,1110000,0
1570000,660000,0
-929000,114000,0
922000,180000,0
804000,157000,0
-373000,-665000,0
-557000,499000,0
721000,-635000,0
-1740000,714000,0
360000,-1790000,0
997000,-1320000,0
61000,-1700000,0
439000,788000,0
635000,-767000,0
988000,-439000,0
-1770000,-566000,0
1150000,-1520000,0
982000,45400,0
806000,-340000,0
-373000,-918000,0
-1290000,1270000,0
159000,-902000,0
572000,328000,0
887000,-1590000,0
-665000,-1620000,0
432000,1880000,0
-1710000,493000,0
661000,-533000,0
-1070000,-1510000,0
1660000,742000,0
1800000,-153000,0
870000,1550000,0
991000,97600,0
-1260000,-1190000,0
-277000,-846000,0
238000,885000,0
160000,-850000,0
-35000,714000,0
-1550000,-874000,0
63600,1840000,0
32100,-1760000,0
-536000,-554000,0
-1610000,-706000,0
-1610000,720000,0
1050000,-1390000,0
1450000,-1140000,0
-1740000,462000,0
-1290000,-1090000,0
-329000,687000,0
1900000,319000,0
236000,907000,0
-818000,101000,0
-840000,148000,0
778000,-163000,0
538000,-835000,0
-677000,559000,0
649000,-734000,0
-1800000,364000,0
-1320000,-1330000,0
-1610000,962000,0
806000,157000,0
51200,-942000,0
-1490000,-989000,0
240000,1660000,0
1690000,-795000,0
848000,-99200,0
913000,1640000,0
821000,535000,0
-320000,-706000,0
-740000,-593000,0
766000,565000,0
1330000,1140000,0
16800,878000,0
-662000,-423000,0
-1790000,529000,0
-1660000,-329000,0
-562000,-654000,0
-1810000,-216000,0
-1770000,-142000,0
403000,954000,0
-51100,-948000,0
1060000,1560000,0
-415000,-932000,0
-861000,-68000,0
-452000,1840000,0
-174000,-765000,0
1690000,351000,0
-558000,-518000,0
952000,72900,0
-1900000,-195000,0
-966000,1440000,0
-810000,1500000,0
-935000,211000,0
1620000,572000,0
417000,-1690000,0
1310000,-1010000,0
-762000,-1530000,0
547000,-671000,0
917000,-142000,0
-1010000,91800,0
-639000,775000,0
-657000,-600000,0
1090000,1490000,0
-594000,683000,0
-1710000,-42400,0
387000,929000,0
872000,-1550000,0
-438000,735000,0
628000,-1650000,0
-57400,-774000,0
-654000,799000,0
854000,-1550000,0
814000,444000,0
302000,751000,0
1500000,-1200000,0
396000,-1810000,0
-702000,610000,0
1840000,-363000,0
234000,1700000,0
1680000,-1210000,0
-823000,1580000,0
1570000,-797000,0
-749000,17500,0
-660000,443000,0
-546000,-831000,0
476000,849000,0
1700000,-568000,0
862000,-190000,0
-1620000,908000,0
785000,1620000,0
150000,-944000,0
424000,1780000,0
-311000,-705000,0
804000,-1710000,0
601000,1770000,0
822000,1550000,0
-597000,767000,0
655000,576000,0
698000,187000,0
800000,-1840000,0
964000,-211000,0
-435000,-711000,0
-1640000,-604000,0
1290000,1350000,0
1790000,-157000,0
-1760000,474000,0
-644000,-681000,0
724000,569000,0
725000,571000,0
845000,52200,0
-133000,996000,0
19100,-1010000,0
702000,-739000,0
727000,-399000,0
-747000,339000,0
1210000,-1300000,0
1030000,1380000,0
832000,413000,0
-293000,871000,0
661000,-494000,0
-1320000,-1130000,0
-775000,531000,0
362000,-1670000,0
-743000,395000,0
-803000,364000,0
-886000,-1460000,0
1560000,-673000,0
-1760000,-26300,0
-223000,1080000,0
-868000,-437000,0
-1570000,-324000,0
-1570000,-567000,0
-698000,-624000,0
146000,1780000,0
1590000,-854000,0
652000,406000,0
-1570000,-916000,0
909000,-110000,0
-181000,-826000,0
1800000,-294000,0
-1090000,1190000,0
-831000,193000,0
-950000,8220,0
1060000,-1360000,0
1680000,-223000,0
-1160000,-1640000,0
1640000,-992000,0
1770000,5320,0
-83300,995000,0
-851000,-368000,0
-813000,-406000,0
-1760000,740000,0
1040000,1580000,0
-341000,1620000,0
590000,539000,0
-886000,1770000,0
971000,-105000,0
-641000,-471000,0
398000,-954000,0
-968000,-217000,0
-224000,-772000,0
-1820000,54600,0
-901000,1550000,0
1700000,-216000,0
1750000,479000,0
704000,700000,0
412000,-726000,0
1520000,-865000,0
-959000,-329000,0
1760000,119000,0
825000,1670000,0
744000,598000,0
-1690000,368000,0
-1330000,1100000,0
1650000,-672000,0
-509000,569000,0
-144000,-826000,0
-1770000,83500,0
-495000,-786000,0
-594000,1650000,0
-1690000,515000,0
-185000,-824000,0
556000,-1860000,0
-1380000,-1140000,0
1380000,928000,0
-154000,765000,0
-833000,1560000,0
1230000,-1400000,0
980000,1430000,0
793000,-154000,0
698000,-674000,0
254000,-1710000,0
911000,1660000,0
-509000,889000,0
-730000,-509000,0
503000,630000,0
1770000,-593000,0
811000,1550000,0
-462000,545000,0
-582000,-615000,0
1760000,135000,0
-854000,-1620000,0
572000,732000,0
-75900,679000,0
1100000,-1480000,0
71400,585000,0
-491000,-615000,0
-1790000,-446000,0
846000,-196000,0
-1920000,347000,0
584000,1690000,0
-1840000,541000,0
-1600000,1050000,0
190000,-749000,0
638000,-1700000,0
-823000,-548000,0
-1180000,1300000,0
-225000,-826000,0
795000,-280000,0
-1020000,350000,0
-1810000,-419000,0
-1250000,-1340000,0
-725000,-1600000,0
-321000,-1790000,0
-394000,778000,0
95900,836000,0
-624000,-302000,0
-96100,-1930000,0
208000,-935000,0
-632000,-610000,0
-970000,-76900,0
-47500,926000,0
389000,1640000,0
-1750000,564000,0
1620000,808000,0
-831000,127000,0
644000,-610000,0
747000,-461000,0
-1440000,-1180000,0
485000,776000,0
-756000,-457000,0
195000,-816000,0
266000,-875000,0
-1610000,-839000,0
834000,111000,0
434000,597000,0
549000,-729000,0
765000,550000,0
-606000,685000,0
494000,-1640000,0
-34800,890000,0
-1700000,390000,0
-617000,-794000,0
-522000,555000,0
-884000,-130000,0
-1300000,-1160000,0
-920000,-159000,0
644000,-728000,0
1320000,-1220000,0
121000,-1670000,0
1030000,-1450000,0
573000,-1740000,0
380000,695000,0
-1330000,-1100000,0
878000,212000,0
-1420000,1060000,0
-82300,839000,0
1790000,-317000,0
1680000,-627000,0
592000,592000,0
-253000,996000,0
-853000,-287000,0
-661000,437000,0
433000,-1030000,0
-1310000,-1050000,0
318000,-1750000,0
623000,1670000,0
450000,1740000,0
-883000,68000,0
983000,-178000,0
-902000,144000,0
488000,597000,0
-268000,695000,0
-443000,-980000,0
814000,-1610000,0
640000,-1660000,0
401000,1720000,0
962000,1310000,0
-615000,501000,0
794000,-1640000,0
-414000,-753000,0
-1750000,582000,0
-1170000,-1450000,0
-762000,-1570000,0
520000,-680000,0
-243000,-882000,0
1260000,1320000,0
922000,483000,0
-1370000,-758000,0
-936000,166000,0
1790000,564000,0
538000,753000,0
-15000,-972000,0
-115000,806000,0
1530000,-412000,0
870000,-414000,0
786000,-448000,0
850000,124000,0
404000,785000,0
-48100,-1690000,0
588000,-464000,0
1430000,1000000,0
-698000,-1590000,0
-906000,-1580000,0
-1850000,515000,0
-613000,1750000,0
634000,1670000,0
-711000,338000,0
-948000,-245000,0
936000,430000,0
-844000,-1530000,0
196000,-930000,0
271000,1900000,0
879000,428000,0
255000,1620000,0
3300,-953000,0
426000,-621000,0
826000,1650000,0
-22900,1710000,0
812000,1550000,0
480000,-674000,0
339000,857000,0
-221000,1720000,0
-1420000,1200000,0
1730000,517000,0
782000,176000,0
-738000,1720000,0
1030000,-1320000,0
1910000,479000,0
-1030000,217000,0
727000,-378000,0
-710000,419000,0
450000,942000,0
-1560000,607000,0
-739000,165000,0
-112000,1760000,0
-1670000,-849000,0
953000,-97500,0
617000,792000,0
1660000,-360000,0
172000,1080000,0
-1420000,1180000,0
1480000,1000000,0
673000,349000,0
-317000,-1760000,0
-73600,842000,0
494000,-790000,0
484000,-815000,0
454000,-809000,0
743000,614000,0
1300000,-1270000,0
-519000,-674000,0
400000,-939000,0
836000,-1520000,0
-849000,-359000,0
-269000,1720000,0
-670000,531000,0
582000,-719000,0
523000,-639000,0
1750000,-439000,0
1500000,-697000,0
-559000,589000,0
707000,-336000,0
-618000,1750000,0
-421000,760000,0
-217000,881000,0
1640000,1040000,0
1710000,342000,0
-491000,1770000,0
782000,436000,0
1770000,-213000,0
-817000,-189000,0
1050000,1480000,0
274000,1660000,0
825000,-518000,0
-388000,1770000,0
-1040000,1240000,0
1670000,694000,0
338000,-1670000,0
138000,-992000,0
-655000,-1650000,0
-1360000,1260000,0
-1250000,-1310000,0
784000,1460000,0
996000,-141000,0
-474000,-1080000,0
80700,869000,0
1560000,-1070000,0
-1030000,-91600,0
376000,716000,0
-9610,1050000,0
1820000,314000,0
-882000,106000,0
700000,1810000,0
200000,905000,0
-884000,-296000,0
1570000,-728000,0
587000,718000,0
428000,751000,0
391000,-1670000,0
-583000,600000,0
733000,1620000,0
1710000,-56000,0
-296000,-794000,0
-552000,905000,0
-1700000,734000,0
44600,1940000,0
-506000,-716000,0
-1340000,-964000,0
717000,-1700000,0
-583000,574000,0
-1410000,1170000,0
-121000,-740000,0
-613000,-893000,0
1100000,1380000,0
346000,-743000,0
1070000,-1600000,0
31600,-981000,0
-1390000,1220000,0
-1110000,-1390000,0
-1500000,-916000,0
-612000,-509000,0
-857000,-459000,0
-1160000,1270000,0
722000,321000,0
-1060000,-169000,0
-592000,-485000,0
1750000,387000,0
-808000,214000,0
-1610000,978000,0
840000,176000,0
1920000,216000,0
555000,854000,0
-892000,413000,0
989000,999000,0
780000,280000,0
-794000,447000,0
869000,-188000,0
-753000,324000,0
-726000,444000,0
805000,297000,0
-66200,-1870000,0
-366000,1770000,0
-839000,-423000,0
1710000,-51700,0
519000,-1660000,0
818000,1300000,0
1770000,-195000,0
-36200,976000,0
1270000,1560000,0
-1810000,-132000,0
845000,1660000,0
1870000,298000,0
693000,-557000,0
-197000,-1890000,0
-1830000,128000,0
-1570000,17100,0
-79400,1670000,0
152000,845000,0
-1800000,152000,0
-275000,907000,0
-1630000,-138000,0
710000,454000,0
-128000,-1040000,0
-1050000,1470000,0
-565000,-764000,0
-849000,83100,0
212000,1710000,0
-9310,-1130000,0
-164000,-1900000,0
-1750000,3770,0
189000,957000,0
1620000,-647000,0
749000,407000,0
-229000,794000,0
-422000,-752000,0
-1000000,-266000,0
-714000,-563000,0
446000,816000,0
-121000,848000,0
-722000,-159000,0
754000,-348000,0
-906000,423000,0
-88800,885000,0
1020000,288000,0
-1710000,619000,0
-185000,1760000,0
1310000,1170000,0
903000,-1510000,0
243000,774000,0
757000,-1830000,0
-1780000,-129000,0
1280000,1230000,0
-850000,-23600,0
-1670000,-928000,0
906000,179000,0
-959000,-109000,0
-1340000,1150000,0
1560000,713000,0
249000,-1030000,0
-918000,1480000,0
386000,928000,0
944000,-377000,0
-890000,452000,0
-1720000,-354000,0
-1780000,693000,0
-1190000,1420000,0
856000,2970,0
-878000,288000,0
748000,-579000,0
917000,1580000,0
696000,403000,0
