Read by,DR Version 10,11/7/2006 17:11,
10/6/2006 23:40,26.1,4.81,338
10/6/2006 23:50,26.6,4.01,338
10/7/2006 0:00,24.5,13.63,0
10/7/2006 0:10,22,4.01,338
10/7/2006 0:20,23.5,3.21,338
10/7/2006 0:30,23.2,3.37,338
10/7/2006 0:40,24.5,4.28,338
10/7/2006 0:50,24.6,4.01,338
10/7/2006 1:00,25.1,3.85,338
10/7/2006 1:10,25.6,4.01,338
10/7/2006 1:20,24.1,4.54,0
10/7/2006 1:30,24.5,5.03,0
10/7/2006 1:40,25.8,4.44,338
10/7/2006 1:50,24.7,5.24,338
10/7/2006 2:00,25.2,4.76,338
10/7/2006 2:10,23.9,4.12,0
10/7/2006 2:20,25.5,4.22,0
10/7/2006 2:30,25.8,4.54,0
10/7/2006 2:40,26.7,3.37,0
10/7/2006 2:50,26.7,4.76,0
10/7/2006 3:00,27.9,4.92,0
10/7/2006 3:10,28.2,3.8,0
10/7/2006 3:20,25.7,4.76,0
10/7/2006 3:30,26.7,3.8,0
10/7/2006 3:40,27.6,4.17,0
10/7/2006 3:50,25.1,4.65,0
10/7/2006 4:00,26.7,4.54,0
10/7/2006 4:10,26.7,4.65,0
10/7/2006 4:20,26.2,4.22,0
10/7/2006 4:30,23.6,3.74,0
10/7/2006 4:40,22.4,4.6,0
10/7/2006 4:50,23.9,4.17,0
10/7/2006 5:00,27.1,4.65,0
10/7/2006 5:10,23.9,4.81,0
10/7/2006 5:20,19.8,3.26,0
10/7/2006 5:30,20.8,3.58,0
10/7/2006 5:40,21.3,2.94,0
10/7/2006 5:50,19.5,3.64,338
10/7/2006 6:00,19.3,3.58,338
10/7/2006 6:10,21.8,3.53,338
10/7/2006 6:20,21.3,3.85,338
10/7/2006 6:30,20,2.73,338
10/7/2006 6:40,17.2,2.67,338
10/7/2006 6:50,14.9,1.87,338
10/7/2006 7:00,15.8,2.25,338
10/7/2006 7:10,17.9,2.78,338
10/7/2006 7:20,18.8,2.25,338
10/7/2006 7:30,18.8,2.46,338
10/7/2006 7:40,18.2,2.67,338
10/7/2006 7:50,18.2,2.46,338
10/7/2006 8:00,17.5,2.25,338
10/7/2006 8:10,17.6,2.25,338
10/7/2006 8:20,16.3,2.14,338
10/7/2006 8:30,16.8,2.3,338
10/7/2006 8:40,16.9,2.62,338
10/7/2006 8:50,18.3,2.46,338
10/7/2006 9:00,19.3,2.73,338
10/7/2006 9:10,18.9,2.78,338
10/7/2006 9:20,19.3,2.62,338
10/7/2006 9:30,19.9,3.05,338
10/7/2006 9:40,20.1,13.63,338
10/7/2006 9:50,20.9,2.83,338
10/7/2006 10:00,20,3.1,338
10/7/2006 10:10,20.4,2.83,338
10/7/2006 10:20,19.4,2.94,338
10/7/2006 10:30,19.8,2.78,338
10/7/2006 10:40,20.6,2.67,338
10/7/2006 10:50,21.3,2.94,338
10/7/2006 11:00,21.9,2.83,338
10/7/2006 11:10,20.2,2.83,338
10/7/2006 11:20,21.7,3.53,338
10/7/2006 11:30,20.9,3.1,338
10/7/2006 11:40,20.6,2.62,338
10/7/2006 11:50,21.2,3.21,338
10/7/2006 12:00,20.5,3.1,338
10/7/2006 12:10,19.9,3.05,338
10/7/2006 12:20,20.3,2.94,338
10/7/2006 12:30,18.3,2.57,338
10/7/2006 12:40,17.9,2.67,0
10/7/2006 12:50,16,2.73,0
10/7/2006 13:00,15.9,2.19,0
10/7/2006 13:10,14.1,2.46,23
10/7/2006 13:20,11.7,1.23,23
10/7/2006 13:30,9.4,1.87,0
10/7/2006 13:40,9.7,1.23,338
10/7/2006 13:50,11.3,1.44,338
10/7/2006 14:00,11.8,1.71,0
10/7/2006 14:10,12.2,1.6,0
10/7/2006 14:20,11.8,1.44,0
10/7/2006 14:30,13.2,1.55,0
10/7/2006 14:40,14.5,1.6,0
10/7/2006 14:50,17.1,2.94,90
10/7/2006 15:00,17.9,2.41,113
10/7/2006 15:10,18.6,2.62,135
10/7/2006 15:20,16.2,3.48,135
10/7/2006 15:30,17.2,2.83,135
10/7/2006 15:40,15.4,2.03,135
10/7/2006 15:50,13.7,1.92,135
10/7/2006 16:00,15.1,2.83,135
10/7/2006 16:10,17.2,3.1,135
10/7/2006 16:20,16.7,2.99,135
10/7/2006 16:30,16.9,2.89,135
10/7/2006 16:40,17.5,3.58,135
10/7/2006 16:50,17.1,2.62,135
10/7/2006 17:00,17.6,2.78,135
10/7/2006 17:10,17.7,2.62,135
10/7/2006 17:20,18.1,2.83,135
10/7/2006 17:30,16.3,2.41,135
10/7/2006 17:40,14.5,2.19,135
10/7/2006 17:50,16.1,2.46,135
10/7/2006 18:00,16.2,2.3,135
10/7/2006 18:10,16.7,2.25,135
10/7/2006 18:20,15.7,2.19,135
10/7/2006 18:30,15.8,2.51,135
10/7/2006 18:40,16.1,1.87,135
10/7/2006 18:50,19.6,3.15,135
10/7/2006 19:00,20.2,2.94,135
10/7/2006 19:10,15.3,1.92,135
10/7/2006 19:20,17.6,2.57,135
10/7/2006 19:30,16.8,2.19,135
10/7/2006 19:40,17.7,2.78,135
10/7/2006 19:50,20.7,2.89,135
10/7/2006 20:00,19.4,3.21,135
10/7/2006 20:10,19,3.21,135
10/7/2006 20:20,19,3.74,135
10/7/2006 20:30,21.5,2.67,158
10/7/2006 20:40,17.6,3.21,158
10/7/2006 20:50,18.7,3.48,158
10/7/2006 21:00,19.1,3.26,158
10/7/2006 21:10,18.5,2.19,158
10/7/2006 21:20,17.5,3.21,158
10/7/2006 21:30,16.2,2.73,158
10/7/2006 21:40,17.7,2.73,158
10/7/2006 21:50,17.1,2.51,135
10/7/2006 22:00,17.4,3.21,158
10/7/2006 22:10,18.8,3.48,135
10/7/2006 22:20,18.3,2.46,135
10/7/2006 22:30,16.9,3.05,158
10/7/2006 22:40,19.4,2.73,158
10/7/2006 22:50,17.5,2.41,135
10/7/2006 23:00,17.4,2.14,135
10/7/2006 23:10,18.3,2.73,135
10/7/2006 23:20,20,2.57,135
10/7/2006 23:30,16.5,2.83,135
10/7/2006 23:40,16.7,2.62,135
10/7/2006 23:50,16.2,2.25,135
10/8/2006 0:00,18.2,2.3,135
10/8/2006 0:10,15.2,3.37,113
10/8/2006 0:20,14.8,2.3,135
10/8/2006 0:30,15.7,2.19,135
10/8/2006 0:40,14,2.46,135
10/8/2006 0:50,10.4,1.87,135
10/8/2006 1:00,8.9,1.55,135
10/8/2006 1:10,8.8,1.44,135
10/8/2006 1:20,9.5,1.71,158
10/8/2006 1:30,9.1,1.76,135
10/8/2006 1:40,8.7,1.76,135
10/8/2006 1:50,9.2,1.87,135
10/8/2006 2:00,6.7,1.5,135
10/8/2006 2:10,6.1,1.12,113
10/8/2006 2:20,7.6,1.28,113
10/8/2006 2:30,7.2,1.23,113
10/8/2006 2:40,7.1,1.12,113
10/8/2006 2:50,6.6,1.12,113
10/8/2006 3:00,5.9,1.07,113
10/8/2006 3:10,6.7,0.8,113
10/8/2006 3:20,7.8,1.02,113
10/8/2006 3:30,6,1.02,113
10/8/2006 3:40,6.6,0.75,90
10/8/2006 3:50,5.4,0.75,113
10/8/2006 4:00,6.9,1.82,113
10/8/2006 4:10,9,1.02,113
10/8/2006 4:20,8.1,1.07,113
10/8/2006 4:30,6.4,1.12,113
10/8/2006 4:40,5.9,0.75,113
10/8/2006 4:50,5.7,0.8,113
10/8/2006 5:00,7,0.8,113
10/8/2006 5:10,7.9,0.8,135
10/8/2006 5:20,7.9,0.75,113
10/8/2006 5:30,7.5,0.7,135
10/8/2006 5:40,9.1,1.02,135
10/8/2006 5:50,8.5,1.28,135
10/8/2006 6:00,9.5,1.12,135
10/8/2006 6:10,8.7,1.12,135
10/8/2006 6:20,8.3,1.18,135
10/8/2006 6:30,8.4,1.23,135
10/8/2006 6:40,10.4,1.39,135
10/8/2006 6:50,10,1.23,135
10/8/2006 7:00,8.5,0.96,135
10/8/2006 7:10,8,0.86,135
10/8/2006 7:20,7.6,0.64,135
10/8/2006 7:30,7.1,0.59,135
10/8/2006 7:40,6.4,0.48,135
10/8/2006 7:50,7.1,0.8,135
10/8/2006 8:00,8.5,0.53,158
10/8/2006 8:10,9.3,0.8,158
10/8/2006 8:20,8.1,1.07,135
10/8/2006 8:30,9.5,1.02,158
10/8/2006 8:40,9.4,1.23,158
10/8/2006 8:50,7.1,0.96,158
10/8/2006 9:00,6.8,0.86,135
10/8/2006 9:10,6.9,0.96,135
10/8/2006 9:20,5.9,0.7,135
10/8/2006 9:30,5.2,0.59,135
10/8/2006 9:40,5.7,0.59,135
10/8/2006 9:50,5.2,0.7,135
10/8/2006 10:00,5.1,0.64,113
10/8/2006 10:10,6,0.8,113
10/8/2006 10:20,6.3,0.75,135
10/8/2006 10:30,4.7,0.48,135
10/8/2006 10:40,4.6,0.53,135
10/8/2006 10:50,5.1,0.53,158
10/8/2006 11:00,5.4,0.59,158
10/8/2006 11:10,7.6,1.02,158
10/8/2006 11:20,8.7,1.07,158
10/8/2006 11:30,9.5,0.86,180
10/8/2006 11:40,8.4,1.5,180
10/8/2006 11:50,8.4,1.23,203
10/8/2006 12:00,8.2,1.39,180
10/8/2006 12:10,9,1.82,180
10/8/2006 12:20,9.7,1.66,180
10/8/2006 12:30,9.5,1.5,203
10/8/2006 12:40,8.7,1.44,203
10/8/2006 12:50,8.5,1.18,203
10/8/2006 13:00,8.4,1.07,225
10/8/2006 13:10,7.6,0.91,225
10/8/2006 13:20,7.3,1.28,203
10/8/2006 13:30,7.6,1.23,203
10/8/2006 13:40,6.7,1.18,203
10/8/2006 13:50,5.3,0.91,203
10/8/2006 14:00,5.1,0.96,203
10/8/2006 14:10,5.2,0.91,203
10/8/2006 14:20,5.2,0.96,203
10/8/2006 14:30,5.1,1.07,203
10/8/2006 14:40,4,0.86,203
10/8/2006 14:50,4.6,0.75,225
10/8/2006 15:00,4.5,0.64,225
10/8/2006 15:10,3.7,0.7,203
10/8/2006 15:20,1.6,0.86,203
10/8/2006 15:30,1.4,0.59,203
10/8/2006 15:40,1.5,0.8,180
10/8/2006 15:50,3.1,0.43,113
10/8/2006 16:00,1.5,0.7,68
10/8/2006 16:10,3.6,0.7,68
10/8/2006 16:20,5,0.59,68
10/8/2006 16:30,3.9,0.86,68
10/8/2006 16:40,3.6,0.7,68
10/8/2006 16:50,3.7,0.75,45
10/8/2006 17:00,2.8,0.7,45
10/8/2006 17:10,3,0.43,45
10/8/2006 17:20,4.4,0.53,0
10/8/2006 17:30,4.7,0.43,0
10/8/2006 17:40,4.7,0.53,23
10/8/2006 17:50,4.7,0.64,23
10/8/2006 18:00,4.3,0.64,23
10/8/2006 18:10,4,0.64,45
10/8/2006 18:20,4.7,0.96,45
10/8/2006 18:30,5.9,0.86,45
10/8/2006 18:40,6.1,0.64,45
10/8/2006 18:50,4.5,0.96,45
10/8/2006 19:00,2,0.96,90
10/8/2006 19:10,1,0.43,90
10/8/2006 19:20,0.8,0.21,68
10/8/2006 19:30,0,0,68
10/8/2006 19:40,0.9,0.37,68
10/8/2006 19:50,2.2,0.75,158
10/8/2006 20:00,2.9,1.12,180
10/8/2006 20:10,4.5,0.91,203
10/8/2006 20:20,5.4,1.12,225
10/8/2006 20:30,5.5,0.96,225
10/8/2006 20:40,5.4,1.28,225
10/8/2006 20:50,5.2,0.96,225
10/8/2006 21:00,5.1,1.02,225
10/8/2006 21:10,5.7,1.28,225
10/8/2006 21:20,6.9,1.07,225
10/8/2006 21:30,7.9,1.18,225
10/8/2006 21:40,7.5,1.44,225
10/8/2006 21:50,9.5,1.55,225
10/8/2006 22:00,9.6,1.5,225
10/8/2006 22:10,10.1,1.5,225
10/8/2006 22:20,9.6,1.34,225
10/8/2006 22:30,9.7,1.87,225
10/8/2006 22:40,9.7,1.55,225
10/8/2006 22:50,10.4,1.55,225
10/8/2006 23:00,9.4,1.5,225
10/8/2006 23:10,9.5,1.39,225
10/8/2006 23:20,8.2,1.28,225
10/8/2006 23:30,7.6,1.12,203
10/8/2006 23:40,7.9,1.82,203
10/8/2006 23:50,7.8,1.87,225
10/9/2006 0:00,9.4,1.6,225
10/9/2006 0:10,9.1,1.5,203
10/9/2006 0:20,10.9,2.19,203
10/9/2006 0:30,10.4,1.82,203
10/9/2006 0:40,11.5,1.92,225
10/9/2006 0:50,9.3,2.3,203
10/9/2006 1:00,11.3,2.19,203
10/9/2006 1:10,11.8,1.82,203
10/9/2006 1:20,10.2,2.14,203
10/9/2006 1:30,12.2,2.62,203
10/9/2006 1:40,11.8,2.35,203
10/9/2006 1:50,11.3,2.46,203
10/9/2006 2:00,10.3,1.87,203
10/9/2006 2:10,11.8,2.89,203
10/9/2006 2:20,12.6,2.19,203
10/9/2006 2:30,11.2,2.83,180
10/9/2006 2:40,12.8,4.22,180
10/9/2006 2:50,10.7,2.19,203
10/9/2006 3:00,11.1,1.92,180
10/9/2006 3:10,12.3,2.19,180
10/9/2006 3:20,14,3.42,158
10/9/2006 3:30,12.2,2.89,180
10/9/2006 3:40,13.1,2.09,180
10/9/2006 3:50,10,2.25,180
10/9/2006 4:00,12.7,2.51,180
10/9/2006 4:10,12.5,2.19,180
10/9/2006 4:20,10.8,2.46,180
10/9/2006 4:30,11.4,2.19,180
10/9/2006 4:40,13.5,2.51,203
10/9/2006 4:50,12.2,2.19,203
10/9/2006 5:00,11,1.66,203
10/9/2006 5:10,11.3,2.46,180
10/9/2006 5:20,14,2.25,180
10/9/2006 5:30,12.9,1.71,180
10/9/2006 5:40,10.9,1.92,180
10/9/2006 5:50,10.5,2.3,203
10/9/2006 6:00,11.1,1.39,203
10/9/2006 6:10,9.3,1.5,203
10/9/2006 6:20,7,1.34,203
10/9/2006 6:30,7,1.34,203
10/9/2006 6:40,6.6,0.8,203
10/9/2006 6:50,6.9,0.8,203
10/9/2006 7:00,6.8,0.8,203
10/9/2006 7:10,8.3,0.53,203
10/9/2006 7:20,7.6,0.48,203
10/9/2006 7:30,7.1,0.7,203
10/9/2006 7:40,8.1,0.64,203
10/9/2006 7:50,9.3,0.59,203
10/9/2006 8:00,9.6,0.8,225
10/9/2006 8:10,8.9,0.86,225
10/9/2006 8:20,6.9,0.7,225
10/9/2006 8:30,7,0.53,225
10/9/2006 8:40,7.5,0.48,225
10/9/2006 8:50,8,0.48,225
10/9/2006 9:00,8.1,0.48,225
10/9/2006 9:10,7.9,0.53,203
10/9/2006 9:20,8.2,0.64,225
10/9/2006 9:30,8.3,0.53,225
10/9/2006 9:40,8.2,0.86,225
10/9/2006 9:50,8.5,0.91,225
10/9/2006 10:00,7.9,0.96,225
10/9/2006 10:10,7.3,0.8,225
10/9/2006 10:20,8.4,0.53,225
10/9/2006 10:30,7.5,0.59,225
10/9/2006 10:40,8,0.48,225
10/9/2006 10:50,7,0.7,225
10/9/2006 11:00,5.9,0.8,225
10/9/2006 11:10,6.2,0.64,225
10/9/2006 11:20,4.5,0.96,203
10/9/2006 11:30,3.5,0.86,180
10/9/2006 11:40,3,0.91,203
10/9/2006 11:50,2.6,1.39,225
10/9/2006 12:00,3.4,1.55,203
10/9/2006 12:10,4.6,0.86,203
10/9/2006 12:20,4.8,0.91,203
10/9/2006 12:30,4.6,0.75,203
10/9/2006 12:40,5,0.8,203
10/9/2006 12:50,4.7,0.75,203
10/9/2006 13:00,5.3,0.8,203
10/9/2006 13:10,5.9,0.86,203
10/9/2006 13:20,6.3,0.96,203
10/9/2006 13:30,6.3,0.75,203
10/9/2006 13:40,6,0.86,203
10/9/2006 13:50,6.5,0.91,203
10/9/2006 14:00,6,0.91,203
10/9/2006 14:10,5.6,0.91,203
10/9/2006 14:20,6,1.12,203
10/9/2006 14:30,6.6,1.12,203
10/9/2006 14:40,5.4,1.12,203
10/9/2006 14:50,5,0.91,225
10/9/2006 15:00,5,0.64,225
10/9/2006 15:10,4.3,0.7,225
10/9/2006 15:20,3.2,0.7,225
10/9/2006 15:30,3.6,0.91,203
10/9/2006 15:40,2.8,0.86,225
10/9/2006 15:50,2.3,0.91,203
10/9/2006 16:00,3.1,0.75,203
10/9/2006 16:10,2.5,0.96,225
10/9/2006 16:20,2.3,0.96,203
10/9/2006 16:30,3.1,0.8,203
10/9/2006 16:40,2.7,1.07,203
10/9/2006 16:50,2.6,1.07,225
10/9/2006 17:00,3.9,0.64,225
10/9/2006 17:10,3.5,0.64,225
10/9/2006 17:20,4.4,0.64,248
10/9/2006 17:30,3.9,0.7,248
10/9/2006 17:40,3.9,0.7,225
10/9/2006 17:50,4.2,0.7,225
10/9/2006 18:00,5.6,0.48,225
10/9/2006 18:10,5.3,0.59,248
10/9/2006 18:20,5.3,0.53,225
10/9/2006 18:30,5.3,0.64,225
10/9/2006 18:40,4.9,0.8,225
10/9/2006 18:50,2.8,0.7,225
10/9/2006 19:00,4,0.96,248
10/9/2006 19:10,4.2,0.64,248
10/9/2006 19:20,3.3,0.53,248
10/9/2006 19:30,3.5,0.59,248
10/9/2006 19:40,5.1,0.53,248
10/9/2006 19:50,5.6,0.53,248
10/9/2006 20:00,4.6,0.8,248
10/9/2006 20:10,4.3,0.64,248
10/9/2006 20:20,3.6,0.64,248
10/9/2006 20:30,3.8,0.59,248
10/9/2006 20:40,3.6,0.64,248
10/9/2006 20:50,2.6,0.86,270
10/9/2006 21:00,3.6,0.59,270
10/9/2006 21:10,4.4,0.75,293
10/9/2006 21:20,3.6,0.7,293
10/9/2006 21:30,3.8,0.75,270
10/9/2006 21:40,3.5,0.86,293
10/9/2006 21:50,2.9,0.7,270
10/9/2006 22:00,4.7,0.91,270
10/9/2006 22:10,4.7,0.8,270
10/9/2006 22:20,5.5,0.86,270
10/9/2006 22:30,5.6,0.91,293
10/9/2006 22:40,5.8,1.39,293
10/9/2006 22:50,5.3,1.18,270
10/9/2006 23:00,6.3,1.18,293
10/9/2006 23:10,4.6,2.03,315
10/9/2006 23:20,6.2,1.34,315
10/9/2006 23:30,4.2,1.07,338
10/9/2006 23:40,4.6,1.39,338
10/9/2006 23:50,4.7,1.34,315
10/10/2006 0:00,3.5,1.6,293
10/10/2006 0:10,3.2,1.07,270
10/10/2006 0:20,3.7,1.76,293
10/10/2006 0:30,2.5,1.44,248
10/10/2006 0:40,2.9,1.23,225
10/10/2006 0:50,1.8,1.18,293
10/10/2006 1:00,1.7,1.44,23
10/10/2006 1:10,1.3,0.64,0
10/10/2006 1:20,1.2,0.59,248
10/10/2006 1:30,1.3,1.02,113
10/10/2006 1:40,4,1.76,68
10/10/2006 1:50,3.1,1.66,90
10/10/2006 2:00,2.2,1.23,68
10/10/2006 2:10,1.5,1.02,338
10/10/2006 2:20,2.3,1.44,113
10/10/2006 2:30,2.9,2.19,135
10/10/2006 2:40,1.6,0.91,180
10/10/2006 2:50,1.4,0.75,315
10/10/2006 3:00,3.3,1.5,45
10/10/2006 3:10,2.4,1.71,45
10/10/2006 3:20,3.2,1.66,45
10/10/2006 3:30,3.8,1.92,45
10/10/2006 3:40,4.8,1.18,45
10/10/2006 3:50,3.8,1.23,68
10/10/2006 4:00,5.7,1.82,45
10/10/2006 4:10,5.6,1.02,45
10/10/2006 4:20,4.8,2.14,45
10/10/2006 4:30,4.9,1.07,45
10/10/2006 4:40,5.2,1.02,45
10/10/2006 4:50,4.6,1.07,45
10/10/2006 5:00,4.8,1.12,45
10/10/2006 5:10,5.8,0.8,45
10/10/2006 5:20,6.2,0.75,23
10/10/2006 5:30,7.2,1.02,45
10/10/2006 5:40,7.6,0.96,23
10/10/2006 5:50,8.2,1.12,45
