Read by,DR Version 10,10/18/2006 18:58,
9/1/2006 0:00,6.6,1.28,315
9/1/2006 0:10,5.9,1.55,338
9/1/2006 0:20,4.8,1.34,338
9/1/2006 0:30,6.1,1.71,23
9/1/2006 0:40,6.9,0.86,45
9/1/2006 0:50,6.7,1.23,68
9/1/2006 1:00,7.1,0.8,68
9/1/2006 1:10,5.7,0.8,90
9/1/2006 1:20,5.8,0.64,68
9/1/2006 1:30,4.4,0.7,90
9/1/2006 1:40,3.1,0.86,90
9/1/2006 1:50,4.1,0.75,113
9/1/2006 2:00,6.1,0.91,113
9/1/2006 2:10,5.5,1.12,135
9/1/2006 2:20,6.2,0.91,113
9/1/2006 2:30,7.1,0.8,113
9/1/2006 2:40,7.7,0.96,113
9/1/2006 2:50,9.1,0.96,113
9/1/2006 3:00,8.7,1.5,113
9/1/2006 3:10,9.1,0.7,113
9/1/2006 3:20,6.9,1.12,135
9/1/2006 3:30,6.5,1.02,158
9/1/2006 3:40,6.3,1.39,180
9/1/2006 3:50,6.9,1.02,203
9/1/2006 4:00,8.3,1.6,203
9/1/2006 4:10,9.8,1.92,203
9/1/2006 4:20,9.9,1.5,225
9/1/2006 4:30,8.5,1.87,225
9/1/2006 4:40,6,1.66,225
9/1/2006 4:50,6.6,1.18,225
9/1/2006 5:00,6,1.07,225
9/1/2006 5:10,6.8,0.91,248
9/1/2006 5:20,6.8,0.96,248
9/1/2006 5:30,7,1.23,270
9/1/2006 5:40,7.6,1.44,270
9/1/2006 5:50,7.4,1.5,270
9/1/2006 6:00,5.9,1.39,270
9/1/2006 6:10,5,1.23,270
9/1/2006 6:20,3.8,1.39,248
9/1/2006 6:30,4.3,1.23,248
9/1/2006 6:40,3.7,1.28,225
9/1/2006 6:50,2.8,1.23,225
9/1/2006 7:00,3,1.39,248
9/1/2006 7:10,4.3,0.64,248
9/1/2006 7:20,2.6,1.34,225
9/1/2006 7:30,0,0.11,225
9/1/2006 7:40,0,0,225
9/1/2006 7:50,0,0,225
9/1/2006 8:00,0.9,0.53,203
9/1/2006 8:10,4.6,0.8,180
9/1/2006 8:20,5.3,0.8,180
9/1/2006 8:30,4,1.12,203
9/1/2006 8:40,4.6,1.18,203
9/1/2006 8:50,4.7,1.66,225
9/1/2006 9:00,2.8,1.23,203
9/1/2006 9:10,3.8,1.44,203
9/1/2006 9:20,5,0.91,225
9/1/2006 9:30,3.6,1.07,225
9/1/2006 9:40,3.6,1.18,225
9/1/2006 9:50,4.7,1.12,225
9/1/2006 10:00,4,0.96,225
9/1/2006 10:10,5,0.75,225
9/1/2006 10:20,5,0.91,225
9/1/2006 10:30,5.4,0.86,248
9/1/2006 10:40,6.3,0.91,248
9/1/2006 10:50,4.8,1.07,270
9/1/2006 11:00,8.2,4.87,0
9/1/2006 11:10,18,5.24,45
9/1/2006 11:20,10,2.09,68
9/1/2006 11:30,12.4,2.99,68
9/1/2006 11:40,13.3,1.71,68
9/1/2006 11:50,15.4,2.25,90
9/1/2006 12:00,13.7,2.46,90
9/1/2006 12:10,12.3,1.98,113
9/1/2006 12:20,14.8,1.5,90
9/1/2006 12:30,12,1.87,113
9/1/2006 12:40,10.1,1.28,90
9/1/2006 12:50,9.2,1.18,90
9/1/2006 13:00,8.2,1.34,90
9/1/2006 13:10,11.3,1.5,90
9/1/2006 13:20,10.2,1.6,90
9/1/2006 13:30,9.8,1.18,90
9/1/2006 13:40,11.7,1.23,90
9/1/2006 13:50,13.8,1.71,90
9/1/2006 14:00,12.2,2.09,113
9/1/2006 14:10,11.8,1.55,90
9/1/2006 14:20,11.5,1.39,90
9/1/2006 14:30,14.1,1.76,113
9/1/2006 14:40,14.9,1.92,113
9/1/2006 14:50,15.1,2.19,113
9/1/2006 15:00,13.2,3.05,113
9/1/2006 15:10,10.7,5.94,113
9/1/2006 15:20,4.7,6.15,113
9/1/2006 15:30,0,0,113
9/1/2006 15:40,0,0,113
9/1/2006 15:50,0,0.11,113
9/1/2006 16:00,0,0.16,113
9/1/2006 16:10,3.8,6.68,113
9/1/2006 16:20,16.7,2.73,113
9/1/2006 16:30,15.9,2.57,113
9/1/2006 16:40,15.4,2.25,113
9/1/2006 16:50,14.5,2.25,113
9/1/2006 17:00,14.4,13.63,113
9/1/2006 17:10,13.6,2.25,113
9/1/2006 17:20,12.7,2.03,113
9/1/2006 17:30,14,2.25,113
9/1/2006 17:40,12.9,1.66,113
9/1/2006 17:50,12.8,1.82,113
9/1/2006 18:00,11.9,2.09,113
9/1/2006 18:10,11.5,1.39,113
9/1/2006 18:20,12.4,2.03,113
9/1/2006 18:30,13,2.03,113
9/1/2006 18:40,12.9,1.82,113
9/1/2006 18:50,12.1,1.55,113
9/1/2006 19:00,12.5,1.76,113
9/1/2006 19:10,11.4,1.5,113
9/1/2006 19:20,11.2,1.55,113
9/1/2006 19:30,11.3,1.5,113
9/1/2006 19:40,10.9,1.6,113
9/1/2006 19:50,11.1,1.66,113
9/1/2006 20:00,13,1.92,113
9/1/2006 20:10,13.7,2.41,113
9/1/2006 20:20,15.6,1.76,113
9/1/2006 20:30,15.1,2.03,113
9/1/2006 20:40,13.9,1.98,113
9/1/2006 20:50,12.3,2.3,113
9/1/2006 21:00,13.3,1.71,113
9/1/2006 21:10,14.7,2.25,113
9/1/2006 21:20,13.7,2.41,113
9/1/2006 21:30,13.2,1.55,113
9/1/2006 21:40,13.6,2.19,113
9/1/2006 21:50,13.6,1.55,113
9/1/2006 22:00,13,1.87,113
9/1/2006 22:10,14.1,1.82,113
9/1/2006 22:20,12.8,1.92,113
9/1/2006 22:30,14.4,2.41,113
9/1/2006 22:40,15.5,2.25,113
9/1/2006 22:50,12.4,2.09,113
9/1/2006 23:00,13.8,1.82,113
9/1/2006 23:10,16.7,2.19,113
9/1/2006 23:20,15,2.19,113
9/1/2006 23:30,15.8,2.14,113
9/1/2006 23:40,12,1.82,113
9/1/2006 23:50,13,2.3,113
9/2/2006 0:00,13.9,1.44,113
9/2/2006 0:10,13.6,1.5,90
9/2/2006 0:20,12.9,1.71,113
9/2/2006 0:30,13.7,1.5,113
9/2/2006 0:40,12.4,1.87,113
9/2/2006 0:50,12.4,2.62,113
9/2/2006 1:00,13.8,2.14,113
9/2/2006 1:10,15.4,2.19,113
9/2/2006 1:20,15.6,2.51,113
9/2/2006 1:30,14.8,2.3,90
9/2/2006 1:40,15.4,2.35,113
9/2/2006 1:50,15.5,2.09,113
9/2/2006 2:00,15.4,2.35,113
9/2/2006 2:10,15.2,2.09,113
9/2/2006 2:20,14.6,1.6,113
9/2/2006 2:30,12.6,1.92,113
9/2/2006 2:40,14.4,1.98,113
9/2/2006 2:50,14.7,2.35,113
9/2/2006 3:00,13.9,2.14,113
9/2/2006 3:10,12.1,2.57,113
9/2/2006 3:20,11.5,1.82,113
9/2/2006 3:30,13.5,2.35,135
9/2/2006 3:40,10.8,1.92,135
9/2/2006 3:50,12.5,1.98,135
9/2/2006 4:00,12.3,2.3,113
9/2/2006 4:10,13.2,1.98,113
9/2/2006 4:20,12.4,2.89,113
9/2/2006 4:30,13.7,1.92,113
9/2/2006 4:40,12.5,2.51,113
9/2/2006 4:50,14,2.78,113
9/2/2006 5:00,13.9,2.25,113
9/2/2006 5:10,14.3,1.92,90
9/2/2006 5:20,14.6,2.19,113
9/2/2006 5:30,13.6,2.89,90
9/2/2006 5:40,11,1.5,113
9/2/2006 5:50,11.4,1.55,113
9/2/2006 6:00,10.2,1.71,113
9/2/2006 6:10,11.3,2.09,113
9/2/2006 6:20,11.3,1.5,113
9/2/2006 6:30,12.3,1.76,113
9/2/2006 6:40,10.6,1.66,113
9/2/2006 6:50,9.4,1.6,135
9/2/2006 7:00,8.7,1.39,135
9/2/2006 7:10,7.6,1.23,135
9/2/2006 7:20,6.8,1.23,135
9/2/2006 7:30,6.9,0.59,135
9/2/2006 7:40,6.4,0.59,113
9/2/2006 7:50,6.1,0.8,113
9/2/2006 8:00,5.9,0.64,113
9/2/2006 8:10,5.5,0.64,113
9/2/2006 8:20,5.2,0.53,113
9/2/2006 8:30,5,0.48,135
9/2/2006 8:40,4.9,0.53,135
9/2/2006 8:50,5,0.75,113
9/2/2006 9:00,4.5,0.96,113
9/2/2006 9:10,3.8,0.59,90
9/2/2006 9:20,4.7,0.64,90
9/2/2006 9:30,4.8,0.43,90
9/2/2006 9:40,3.7,0.59,68
9/2/2006 9:50,4.4,0.75,68
9/2/2006 10:00,4.6,0.7,68
9/2/2006 10:10,5.2,0.53,68
9/2/2006 10:20,4.5,0.91,45
9/2/2006 10:30,3.3,0.64,45
9/2/2006 10:40,3.7,0.48,45
9/2/2006 10:50,3.6,0.48,23
9/2/2006 11:00,4,0.37,23
9/2/2006 11:10,4.7,0.53,45
9/2/2006 11:20,6.1,0.48,45
9/2/2006 11:30,6.4,0.48,45
9/2/2006 11:40,6.5,0.43,23
9/2/2006 11:50,6.9,1.02,23
9/2/2006 12:00,7.3,0.64,23
9/2/2006 12:10,7.9,0.75,23
9/2/2006 12:20,7.7,0.75,23
9/2/2006 12:30,7,0.53,23
9/2/2006 12:40,7.1,0.59,23
9/2/2006 12:50,7.5,0.64,23
9/2/2006 13:00,7.4,0.8,23
9/2/2006 13:10,7.6,1.02,23
9/2/2006 13:20,5.2,0.64,23
9/2/2006 13:30,5.8,0.7,23
9/2/2006 13:40,6.3,0.59,23
9/2/2006 13:50,6,0.53,23
9/2/2006 14:00,4.7,0.64,23
9/2/2006 14:10,4.7,0.53,23
9/2/2006 14:20,5.1,0.43,45
9/2/2006 14:30,4.1,0.37,23
9/2/2006 14:40,4.2,0.32,0
9/2/2006 14:50,4.6,0.43,338
9/2/2006 15:00,4.1,0.64,338
9/2/2006 15:10,3,0.64,315
9/2/2006 15:20,4.3,1.02,338
9/2/2006 15:30,7.2,0.53,0
9/2/2006 15:40,6.1,1.07,0
9/2/2006 15:50,5,0.59,338
9/2/2006 16:00,4.6,0.7,0
9/2/2006 16:10,5.1,0.75,0
9/2/2006 16:20,5.5,0.59,338
9/2/2006 16:30,6,0.7,0
9/2/2006 16:40,6.2,0.8,0
9/2/2006 16:50,5.2,0.86,338
9/2/2006 17:00,5.9,0.64,338
9/2/2006 17:10,6.5,0.59,338
9/2/2006 17:20,8.1,0.96,315
9/2/2006 17:30,8.6,0.8,315
9/2/2006 17:40,8.6,1.02,315
9/2/2006 17:50,8.5,1.02,315
9/2/2006 18:00,9.3,1.18,338
9/2/2006 18:10,8.4,1.02,338
9/2/2006 18:20,8.7,1.07,338
9/2/2006 18:30,8.4,1.07,338
9/2/2006 18:40,8.4,1.07,338
9/2/2006 18:50,8.5,1.12,338
9/2/2006 19:00,9.2,1.28,338
9/2/2006 19:10,8.6,1.18,338
9/2/2006 19:20,7.6,1.39,315
9/2/2006 19:30,8.7,1.23,338
9/2/2006 19:40,8.3,1.07,315
9/2/2006 19:50,7.8,0.96,315
9/2/2006 20:00,7.7,0.96,315
9/2/2006 20:10,8.1,1.23,315
9/2/2006 20:20,8.7,1.82,315
9/2/2006 20:30,9,1.23,338
9/2/2006 20:40,6.9,0.91,338
9/2/2006 20:50,6.3,1.23,338
9/2/2006 21:00,9,1.34,0
9/2/2006 21:10,6.9,2.3,0
9/2/2006 21:20,6.7,1.39,315
9/2/2006 21:30,7.4,1.5,315
9/2/2006 21:40,9.4,1.55,315
9/2/2006 21:50,11,1.55,315
9/2/2006 22:00,11.3,1.92,338
9/2/2006 22:10,10.5,2.35,338
9/2/2006 22:20,8.6,1.76,338
9/2/2006 22:30,10.5,1.55,338
9/2/2006 22:40,8.7,1.34,315
9/2/2006 22:50,7.6,1.07,315
9/2/2006 23:00,8.6,1.5,338
9/2/2006 23:10,8.6,1.82,338
9/2/2006 23:20,7.1,1.44,315
9/2/2006 23:30,4.8,1.02,338
9/2/2006 23:40,4.1,1.02,338
9/2/2006 23:50,4.3,1.28,338
9/3/2006 0:00,5.2,1.44,315
9/3/2006 0:10,4.3,1.34,315
9/3/2006 0:20,4.9,1.34,293
9/3/2006 0:30,7.5,1.12,293
9/3/2006 0:40,5.3,1.44,293
9/3/2006 0:50,2.5,1.5,293
9/3/2006 1:00,4.6,2.14,270
9/3/2006 1:10,3.8,1.98,293
9/3/2006 1:20,5.9,1.23,315
9/3/2006 1:30,7,1.23,315
9/3/2006 1:40,5.9,1.23,315
9/3/2006 1:50,5.2,1.5,338
9/3/2006 2:00,5.5,1.44,293
9/3/2006 2:10,1.6,1.44,293
9/3/2006 2:20,1.2,0.91,293
9/3/2006 2:30,2,1.18,248
9/3/2006 2:40,2,1.34,270
9/3/2006 2:50,2.8,1.82,225
9/3/2006 3:00,3.1,1.44,203
9/3/2006 3:10,1.9,1.07,180
9/3/2006 3:20,1,0.53,180
9/3/2006 3:30,4.2,2.3,158
9/3/2006 3:40,4,1.12,180
9/3/2006 3:50,8.4,1.66,180
9/3/2006 4:00,8.2,0.91,180
9/3/2006 4:10,7.5,1.12,158
9/3/2006 4:20,6.4,1.5,180
9/3/2006 4:30,5.1,0.8,203
9/3/2006 4:40,5.4,1.23,180
9/3/2006 4:50,4.8,0.91,203
9/3/2006 5:00,4.5,1.02,203
9/3/2006 5:10,4.6,1.02,203
9/3/2006 5:20,3.6,1.28,203
9/3/2006 5:30,4.6,1.55,225
9/3/2006 5:40,3.8,1.12,180
9/3/2006 5:50,5,1.76,180
9/3/2006 6:00,7.6,2.19,225
9/3/2006 6:10,8.4,1.28,248
9/3/2006 6:20,6.1,1.23,248
9/3/2006 6:30,8.5,1.39,225
9/3/2006 6:40,6.2,1.07,225
9/3/2006 6:50,3.2,0.8,225
9/3/2006 7:00,3.8,0.75,248
9/3/2006 7:10,5.4,0.91,225
9/3/2006 7:20,5.9,0.8,203
9/3/2006 7:30,5.6,0.64,203
9/3/2006 7:40,5.8,0.75,203
9/3/2006 7:50,5.7,0.53,203
9/3/2006 8:00,6,0.48,203
9/3/2006 8:10,5,0.7,203
9/3/2006 8:20,3.9,0.48,203
9/3/2006 8:30,2.8,0.7,203
9/3/2006 8:40,4.1,0.48,203
9/3/2006 8:50,2.9,1.23,180
9/3/2006 9:00,4.3,0.43,180
9/3/2006 9:10,4.5,0.48,180
9/3/2006 9:20,5.1,0.48,203
9/3/2006 9:30,5.4,0.53,203
9/3/2006 9:40,5.2,0.64,225
9/3/2006 9:50,6.3,0.53,203
9/3/2006 10:00,6.1,0.53,203
9/3/2006 10:10,6.4,0.48,203
9/3/2006 10:20,5.8,0.64,203
9/3/2006 10:30,5.8,0.7,203
9/3/2006 10:40,5.2,0.48,225
9/3/2006 10:50,5.5,0.48,225
9/3/2006 11:00,5.8,0.48,225
9/3/2006 11:10,5.9,0.43,225
9/3/2006 11:20,6.3,0.48,225
9/3/2006 11:30,6,0.53,203
9/3/2006 11:40,3.7,0.7,203
9/3/2006 11:50,3.1,0.64,203
9/3/2006 12:00,3.8,0.91,158
9/3/2006 12:10,3.1,0.48,135
9/3/2006 12:20,3.2,0.59,158
9/3/2006 12:30,1.3,0.64,158
9/3/2006 12:40,0,0,135
9/3/2006 12:50,1,0.53,135
9/3/2006 13:00,3.3,0.86,180
9/3/2006 13:10,4.1,0.8,158
9/3/2006 13:20,3.2,0.48,158
9/3/2006 13:30,2.5,1.12,135
9/3/2006 13:40,4.3,0.64,113
9/3/2006 13:50,4.9,0.53,113
9/3/2006 14:00,3.9,0.75,90
9/3/2006 14:10,2.7,1.23,113
9/3/2006 14:20,0,0,113
9/3/2006 14:30,2.1,0.53,135
9/3/2006 14:40,3.9,1.39,135
9/3/2006 14:50,4.9,0.75,135
9/3/2006 15:00,4.5,1.28,135
9/3/2006 15:10,4.3,0.8,158
9/3/2006 15:20,2.9,1.12,180
9/3/2006 15:30,3.5,1.5,158
9/3/2006 15:40,3.8,0.75,180
9/3/2006 15:50,4.1,0.8,180
9/3/2006 16:00,4.2,0.86,158
9/3/2006 16:10,2,1.02,180
9/3/2006 16:20,2.8,1.07,180
9/3/2006 16:30,3.7,0.8,180
9/3/2006 16:40,4.2,0.75,180
9/3/2006 16:50,5.1,0.64,203
9/3/2006 17:00,4.5,0.64,203
9/3/2006 17:10,5.8,0.64,203
9/3/2006 17:20,6,0.53,203
9/3/2006 17:30,5.8,0.48,225
9/3/2006 17:40,6.3,0.53,203
9/3/2006 17:50,7.6,0.75,203
9/3/2006 18:00,7.1,0.91,203
9/3/2006 18:10,6.9,0.59,203
9/3/2006 18:20,6.8,0.7,203
9/3/2006 18:30,7.2,1.18,203
9/3/2006 18:40,7.2,1.07,203
9/3/2006 18:50,6.2,0.8,203
9/3/2006 19:00,6,0.75,203
9/3/2006 19:10,5.2,0.91,203
9/3/2006 19:20,5.2,0.86,203
9/3/2006 19:30,5.4,0.91,135
9/3/2006 19:40,4.3,0.48,113
9/3/2006 19:50,3.7,0.59,113
9/3/2006 20:00,3.8,0.59,113
9/3/2006 20:10,3.5,0.64,113
9/3/2006 20:20,3,0.8,113
9/3/2006 20:30,1.4,0.8,113
9/3/2006 20:40,0.8,0.27,135
9/3/2006 20:50,1.3,0.96,158
9/3/2006 21:00,2.9,1.34,180
9/3/2006 21:10,5.4,1.76,180
9/3/2006 21:20,7.4,1.02,180
9/3/2006 21:30,7.7,1.71,180
9/3/2006 21:40,7.2,1.34,180
9/3/2006 21:50,6.8,1.66,180
9/3/2006 22:00,8.6,1.66,180
9/3/2006 22:10,8.1,1.23,203
9/3/2006 22:20,6.9,1.39,203
9/3/2006 22:30,5.6,1.12,203
9/3/2006 22:40,6.7,1.66,203
9/3/2006 22:50,7,1.55,180
9/3/2006 23:00,8.8,1.71,180
9/3/2006 23:10,7.7,1.28,180
9/3/2006 23:20,7.4,1.92,180
9/3/2006 23:30,9,2.78,158
9/3/2006 23:40,9.2,1.6,180
9/3/2006 23:50,9.2,3.58,180
9/4/2006 0:00,8.2,2.51,180
9/4/2006 0:10,9.1,1.92,180
9/4/2006 0:20,7.5,2.3,158
9/4/2006 0:30,6.8,2.35,158
9/4/2006 0:40,4.7,2.14,203
9/4/2006 0:50,7.9,2.25,203
9/4/2006 1:00,6,1.87,180
9/4/2006 1:10,7,3.15,180
9/4/2006 1:20,7.4,1.98,203
9/4/2006 1:30,6.7,1.76,180
9/4/2006 1:40,9.4,2.19,158
9/4/2006 1:50,8.9,3.64,180
9/4/2006 2:00,7.8,1.71,158
9/4/2006 2:10,8.7,2.09,158
9/4/2006 2:20,6.1,1.55,203
9/4/2006 2:30,8,2.73,158
9/4/2006 2:40,6.8,3.05,180
9/4/2006 2:50,6.5,2.62,180
9/4/2006 3:00,6.4,1.76,203
9/4/2006 3:10,8.7,2.57,180
9/4/2006 3:20,5.6,2.3,158
9/4/2006 3:30,9.3,1.87,180
9/4/2006 3:40,6.8,1.66,158
9/4/2006 3:50,7.3,2.41,180
9/4/2006 4:00,8,3.05,135
9/4/2006 4:10,9.3,2.78,180
9/4/2006 4:20,8.6,2.25,180
9/4/2006 4:30,9.3,2.41,180
9/4/2006 4:40,11.8,1.76,158
9/4/2006 4:50,10.2,1.6,158
9/4/2006 5:00,9.4,1.44,180
9/4/2006 5:10,6.3,1.12,158
9/4/2006 5:20,6.1,1.76,158
9/4/2006 5:30,11.3,1.55,135
9/4/2006 5:40,10.7,1.71,135
9/4/2006 5:50,7.4,1.44,135
9/4/2006 6:00,6.8,1.18,158
9/4/2006 6:10,6.2,1.34,158
9/4/2006 6:20,6.3,1.55,158
9/4/2006 6:30,6.7,0.86,135
9/4/2006 6:40,7.9,1.6,158
