Read by,DR Version 10,6/14/2006 9:28,
5/2/2006 4:20,22.5,3.32,315
5/2/2006 4:30,22.8,3.9,338
5/2/2006 4:40,21.7,3.53,338
5/2/2006 4:50,21.6,4.12,315
5/2/2006 5:00,16.7,3.05,338
5/2/2006 5:10,18.9,3.58,338
5/2/2006 5:20,17.8,6.1,338
5/2/2006 5:30,10.4,5.51,338
5/2/2006 5:40,14.3,2.78,338
5/2/2006 5:50,12.8,1.98,338
5/2/2006 6:00,11.8,2.03,338
5/2/2006 6:10,11.6,2.14,338
5/2/2006 6:20,12.1,1.76,338
5/2/2006 6:30,11.3,1.82,338
5/2/2006 6:40,10.1,1.23,338
5/2/2006 6:50,9.6,1.55,0
5/2/2006 7:00,6.3,2.57,23
5/2/2006 7:10,4.7,1.76,45
5/2/2006 7:20,5.8,1.39,90
5/2/2006 7:30,9.4,1.18,113
5/2/2006 7:40,9.8,0.64,113
5/2/2006 7:50,8.4,0.64,90
5/2/2006 8:00,7.9,0.91,90
5/2/2006 8:10,10.5,0.91,90
5/2/2006 8:20,10.2,1.6,90
5/2/2006 8:30,17.9,3.48,113
5/2/2006 8:40,17.5,1.39,113
5/2/2006 8:50,18.9,2.51,135
5/2/2006 9:00,21.2,2.67,135
5/2/2006 9:10,22.9,2.94,135
5/2/2006 9:20,21.4,2.57,135
5/2/2006 9:30,17.9,2.09,135
5/2/2006 9:40,17.3,2.46,135
5/2/2006 9:50,16.3,2.19,135
5/2/2006 10:00,17,1.66,135
5/2/2006 10:10,16.4,1.39,135
5/2/2006 10:20,14,1.82,135
5/2/2006 10:30,13.6,1.28,113
5/2/2006 10:40,14.5,1.5,113
5/2/2006 10:50,16.4,1.5,113
5/2/2006 11:00,15.9,1.87,135
5/2/2006 11:10,15.3,1.5,113
5/2/2006 11:20,17.1,1.55,113
5/2/2006 11:30,14,2.09,135
5/2/2006 11:40,12.7,1.76,135
5/2/2006 11:50,13.8,1.6,135
5/2/2006 12:00,13.2,1.71,135
5/2/2006 12:10,13.9,1.71,135
5/2/2006 12:20,12.2,2.03,135
5/2/2006 12:30,10.7,1.28,158
5/2/2006 12:40,14.5,2.09,158
5/2/2006 12:50,16.3,1.44,158
5/2/2006 13:00,17,1.92,158
5/2/2006 13:10,14.4,1.82,158
5/2/2006 13:20,13.7,1.5,158
5/2/2006 13:30,12.5,1.98,135
5/2/2006 13:40,10,1.55,135
5/2/2006 13:50,11.5,1.71,135
5/2/2006 14:00,15.2,1.5,135
5/2/2006 14:10,15.2,1.39,135
5/2/2006 14:20,14.4,1.5,135
5/2/2006 14:30,12.8,1.34,135
5/2/2006 14:40,12.7,1.66,135
5/2/2006 14:50,15.4,1.5,135
5/2/2006 15:00,15.2,1.55,135
5/2/2006 15:10,15.8,1.34,135
5/2/2006 15:20,13.5,1.76,135
5/2/2006 15:30,14.8,1.87,113
5/2/2006 15:40,19.7,2.46,135
5/2/2006 15:50,19.9,2.46,135
5/2/2006 16:00,19.7,2.09,135
5/2/2006 16:10,21.7,2.62,135
5/2/2006 16:20,21.2,1.76,135
5/2/2006 16:30,17.7,1.92,135
5/2/2006 16:40,13.4,1.39,135
5/2/2006 16:50,12.3,1.28,135
5/2/2006 17:00,11,1.23,135
5/2/2006 17:10,9.3,1.34,135
5/2/2006 17:20,9.1,1.28,113
5/2/2006 17:30,8.5,1.02,113
5/2/2006 17:40,8.9,1.76,113
5/2/2006 17:50,8.9,1.28,113
5/2/2006 18:00,9.8,1.66,113
5/2/2006 18:10,10.8,1.44,113
5/2/2006 18:20,15.4,2.09,135
5/2/2006 18:30,16,1.66,135
5/2/2006 18:40,14.7,1.39,113
5/2/2006 18:50,16,1.5,113
5/2/2006 19:00,15.6,1.39,113
5/2/2006 19:10,16.7,1.87,135
5/2/2006 19:20,18.2,2.3,113
5/2/2006 19:30,19.4,1.98,113
5/2/2006 19:40,20.6,2.51,135
5/2/2006 19:50,21.6,2.67,135
5/2/2006 20:00,21.3,2.89,135
5/2/2006 20:10,20.9,2.03,135
5/2/2006 20:20,21.3,2.35,135
5/2/2006 20:30,22.2,2.99,113
5/2/2006 20:40,22.3,2.3,135
5/2/2006 20:50,22.4,2.57,135
5/2/2006 21:00,22.6,2.57,113
5/2/2006 21:10,22.2,2.62,135
5/2/2006 21:20,23.8,2.51,113
5/2/2006 21:30,23.6,2.3,113
5/2/2006 21:40,23.5,2.62,113
5/2/2006 21:50,22.4,2.99,113
5/2/2006 22:00,23.2,2.99,113
5/2/2006 22:10,21.6,3.37,113
5/2/2006 22:20,24.1,2.89,113
5/2/2006 22:30,22.6,2.62,113
5/2/2006 22:40,24.7,3.1,113
5/2/2006 22:50,22.9,2.67,113
5/2/2006 23:00,25.1,2.78,113
5/2/2006 23:10,27.9,2.46,113
5/2/2006 23:20,25.5,3.26,113
5/2/2006 23:30,23.3,2.99,113
5/2/2006 23:40,21.4,3.05,113
5/2/2006 23:50,25.3,2.46,113
5/3/2006 0:00,22.5,3.64,113
5/3/2006 0:10,23.2,2.99,113
5/3/2006 0:20,22.6,2.35,113
5/3/2006 0:30,20.5,2.67,113
5/3/2006 0:40,21.2,2.83,113
5/3/2006 0:50,21.6,2.25,113
5/3/2006 1:00,19,2.67,113
5/3/2006 1:10,19.7,2.3,113
5/3/2006 1:20,19.6,3.1,90
5/3/2006 1:30,17.2,2.99,113
5/3/2006 1:40,18.5,3.48,113
5/3/2006 1:50,19.9,2.99,113
5/3/2006 2:00,17,2.46,90
5/3/2006 2:10,18.5,2.67,113
5/3/2006 2:20,18.1,2.35,113
5/3/2006 2:30,15.9,2.78,113
5/3/2006 2:40,16.2,2.67,90
5/3/2006 2:50,17.4,3.74,90
5/3/2006 3:00,18,3.69,113
5/3/2006 3:10,16.3,3.15,113
5/3/2006 3:20,19.1,3.58,113
5/3/2006 3:30,17.3,4.22,90
5/3/2006 3:40,19.5,3.96,90
5/3/2006 3:50,20.6,3.32,113
5/3/2006 4:00,22.6,2.67,90
5/3/2006 4:10,22.5,2.83,113
5/3/2006 4:20,22.5,2.83,113
5/3/2006 4:30,22.6,3.32,90
5/3/2006 4:40,20.9,3.64,113
5/3/2006 4:50,21.4,2.51,113
5/3/2006 5:00,22.3,2.89,90
5/3/2006 5:10,21.4,3.05,113
5/3/2006 5:20,21.2,2.83,90
5/3/2006 5:30,20.6,2.62,113
5/3/2006 5:40,20.6,2.73,113
5/3/2006 5:50,23.7,2.57,113
5/3/2006 6:00,21.8,3.32,113
5/3/2006 6:10,21.2,2.19,113
5/3/2006 6:20,17,2.03,113
5/3/2006 6:30,16.1,2.09,113
5/3/2006 6:40,16.3,1.55,113
5/3/2006 6:50,16.1,1.5,113
5/3/2006 7:00,15.5,1.34,113
5/3/2006 7:10,15.2,1.28,113
5/3/2006 7:20,12.9,1.28,113
5/3/2006 7:30,12.8,0.86,113
5/3/2006 7:40,10.7,0.96,113
5/3/2006 7:50,10.1,0.64,113
5/3/2006 8:00,10,0.64,113
5/3/2006 8:10,10.6,0.64,113
5/3/2006 8:20,10.3,0.86,113
5/3/2006 8:30,9.4,0.96,113
5/3/2006 8:40,10,0.59,113
5/3/2006 8:50,10.1,0.64,113
5/3/2006 9:00,8.8,0.8,113
5/3/2006 9:10,6.7,0.75,135
5/3/2006 9:20,7.5,1.07,135
5/3/2006 9:30,9.1,0.48,113
5/3/2006 9:40,9.4,0.64,113
5/3/2006 9:50,9.6,0.96,113
5/3/2006 10:00,9.1,1.02,113
5/3/2006 10:10,9.8,0.91,135
5/3/2006 10:20,9.1,0.86,113
5/3/2006 10:30,11.2,1.18,135
5/3/2006 10:40,11.7,0.75,135
5/3/2006 10:50,10,1.18,113
5/3/2006 11:00,9.8,0.75,113
5/3/2006 11:10,10.9,0.8,113
5/3/2006 11:20,9.8,0.8,113
5/3/2006 11:30,9.8,1.02,113
5/3/2006 11:40,11,0.7,113
5/3/2006 11:50,11.2,0.96,135
5/3/2006 12:00,12.8,0.86,135
5/3/2006 12:10,12.5,1.12,135
5/3/2006 12:20,10.6,0.96,135
5/3/2006 12:30,10.4,0.91,135
5/3/2006 12:40,10.6,0.86,113
5/3/2006 12:50,9.4,1.18,135
5/3/2006 13:00,5.8,0.86,113
5/3/2006 13:10,4.8,0.59,113
5/3/2006 13:20,5.5,0.8,90
5/3/2006 13:30,6.2,0.64,90
5/3/2006 13:40,8,0.96,90
5/3/2006 13:50,9,0.64,90
5/3/2006 14:00,8.7,0.75,90
5/3/2006 14:10,9.3,0.75,68
5/3/2006 14:20,9.5,0.86,68
5/3/2006 14:30,11.4,0.59,68
5/3/2006 14:40,11.6,0.7,68
5/3/2006 14:50,10.9,1.07,68
5/3/2006 15:00,9.8,1.07,90
5/3/2006 15:10,10.6,0.91,90
5/3/2006 15:20,10.8,0.64,90
5/3/2006 15:30,11.8,0.59,90
5/3/2006 15:40,11.1,0.75,90
5/3/2006 15:50,10.4,0.86,113
5/3/2006 16:00,12.3,1.18,113
5/3/2006 16:10,10.7,0.91,113
5/3/2006 16:20,11.8,1.28,113
5/3/2006 16:30,14.7,1.07,113
5/3/2006 16:40,12.2,0.96,113
5/3/2006 16:50,12.3,1.39,113
5/3/2006 17:00,10.9,1.18,113
5/3/2006 17:10,11.2,0.96,113
5/3/2006 17:20,10.6,0.91,113
5/3/2006 17:30,9.1,0.91,90
5/3/2006 17:40,9.2,0.7,90
5/3/2006 17:50,7.2,0.96,90
5/3/2006 18:00,6.3,0.8,90
5/3/2006 18:10,6.2,0.91,90
5/3/2006 18:20,8.1,1.18,113
5/3/2006 18:30,8.4,1.18,90
5/3/2006 18:40,9.5,1.18,90
5/3/2006 18:50,10.4,1.66,90
5/3/2006 19:00,13,1.92,113
5/3/2006 19:10,14.9,2.14,113
5/3/2006 19:20,17.7,2.3,135
5/3/2006 19:30,15.6,2.51,135
5/3/2006 19:40,18.4,2.35,135
5/3/2006 19:50,17.4,2.25,135
5/3/2006 20:00,16,1.76,135
5/3/2006 20:10,15.8,2.62,135
5/3/2006 20:20,19.5,2.35,135
5/3/2006 20:30,17.7,2.19,135
5/3/2006 20:40,19,2.73,135
5/3/2006 20:50,20.5,2.57,135
5/3/2006 21:00,19.3,2.35,135
5/3/2006 21:10,20.2,2.89,113
5/3/2006 21:20,19.5,2.62,113
5/3/2006 21:30,20.7,2.25,135
5/3/2006 21:40,19.4,2.51,135
5/3/2006 21:50,20.6,2.73,135
5/3/2006 22:00,18.1,2.35,135
5/3/2006 22:10,18.2,2.73,113
5/3/2006 22:20,20.7,3.26,113
5/3/2006 22:30,18.3,2.35,135
5/3/2006 22:40,19,2.89,113
5/3/2006 22:50,18.6,2.78,135
5/3/2006 23:00,18.3,3.42,113
5/3/2006 23:10,18.6,3.26,113
5/3/2006 23:20,17.8,2.14,113
5/3/2006 23:30,17.1,3.1,113
5/3/2006 23:40,18,2.57,113
5/3/2006 23:50,19.1,3.64,113
5/4/2006 0:00,17.6,2.83,113
5/4/2006 0:10,17.3,2.99,113
5/4/2006 0:20,16.3,3.58,113
5/4/2006 0:30,17.2,2.83,135
5/4/2006 0:40,18,2.94,135
5/4/2006 0:50,15.3,3.9,135
5/4/2006 1:00,15.6,3.15,135
5/4/2006 1:10,15.8,2.73,113
5/4/2006 1:20,16.6,2.83,135
5/4/2006 1:30,17,3.69,135
5/4/2006 1:40,18.6,3.74,113
5/4/2006 1:50,17.7,3.58,113
5/4/2006 2:00,17.6,2.99,113
5/4/2006 2:10,19.7,3.58,113
5/4/2006 2:20,18.9,2.83,113
5/4/2006 2:30,18.5,3.26,113
5/4/2006 2:40,19.1,3.64,113
5/4/2006 2:50,18.1,2.94,113
5/4/2006 3:00,15.7,2.3,113
5/4/2006 3:10,17.4,2.73,113
5/4/2006 3:20,18.2,2.51,113
5/4/2006 3:30,19.9,2.57,113
5/4/2006 3:40,19.9,2.94,113
5/4/2006 3:50,17.6,4.87,135
5/4/2006 4:00,17,2.83,113
5/4/2006 4:10,19.7,3.32,113
5/4/2006 4:20,18.2,2.83,113
5/4/2006 4:30,19.6,2.83,113
5/4/2006 4:40,17.5,2.94,113
5/4/2006 4:50,18.5,2.83,113
5/4/2006 5:00,20.3,2.51,113
5/4/2006 5:10,18.2,2.41,113
5/4/2006 5:20,19.9,2.67,113
5/4/2006 5:30,20.6,2.51,113
5/4/2006 5:40,21,2.35,113
5/4/2006 5:50,19.8,2.3,113
5/4/2006 6:00,17.4,3.05,135
5/4/2006 6:10,19.5,2.03,135
5/4/2006 6:20,19.3,2.67,135
5/4/2006 6:30,18.2,2.3,135
5/4/2006 6:40,17.8,2.03,113
5/4/2006 6:50,16.4,1.82,113
5/4/2006 7:00,16.2,1.71,113
5/4/2006 7:10,15.3,1.55,113
5/4/2006 7:20,14,1.55,113
5/4/2006 7:30,14.5,1.44,113
5/4/2006 7:40,13.6,1.44,113
5/4/2006 7:50,12.4,1.02,135
5/4/2006 8:00,10.5,0.86,135
5/4/2006 8:10,9.3,1.07,135
5/4/2006 8:20,8.1,1.12,135
5/4/2006 8:30,9.1,1.18,135
5/4/2006 8:40,8.2,0.8,135
5/4/2006 8:50,8,0.96,135
5/4/2006 9:00,8.3,1.12,135
5/4/2006 9:10,8.7,1.12,135
5/4/2006 9:20,9.6,1.23,135
5/4/2006 9:30,10.4,1.23,135
5/4/2006 9:40,10.3,1.07,135
5/4/2006 9:50,10.4,0.8,135
5/4/2006 10:00,11.2,1.39,135
5/4/2006 10:10,11.6,1.23,135
5/4/2006 10:20,12.3,1.07,158
5/4/2006 10:30,13.4,1.92,158
5/4/2006 10:40,15.1,1.66,158
5/4/2006 10:50,14.4,13.63,158
5/4/2006 11:00,16,2.19,158
5/4/2006 11:10,16.7,1.98,158
5/4/2006 11:20,14.5,1.28,158
5/4/2006 11:30,13.2,1.07,158
5/4/2006 11:40,11.4,1.28,158
5/4/2006 11:50,9.8,1.07,158
5/4/2006 12:00,7.8,1.02,135
5/4/2006 12:10,6.9,0.8,135
5/4/2006 12:20,7.1,0.96,135
5/4/2006 12:30,7,1.12,135
5/4/2006 12:40,6.5,0.96,135
5/4/2006 12:50,8.4,0.86,158
5/4/2006 13:00,9.8,0.96,158
5/4/2006 13:10,10.1,1.07,158
5/4/2006 13:20,8.5,0.86,158
5/4/2006 13:30,7.8,0.86,158
5/4/2006 13:40,6.2,1.07,135
5/4/2006 13:50,5.3,0.59,135
5/4/2006 14:00,5.3,0.43,135
5/4/2006 14:10,5,0.43,113
5/4/2006 14:20,4.7,0.64,90
5/4/2006 14:30,7.2,1.18,90
5/4/2006 14:40,7.8,0.75,113
5/4/2006 14:50,6.6,0.64,113
5/4/2006 15:00,6,0.7,113
5/4/2006 15:10,6.6,0.59,90
5/4/2006 15:20,7.3,0.48,90
5/4/2006 15:30,7.4,0.48,90
5/4/2006 15:40,7,0.59,90
5/4/2006 15:50,6.8,0.48,90
5/4/2006 16:00,6.9,0.48,90
5/4/2006 16:10,6.5,0.59,113
5/4/2006 16:20,7.2,0.75,113
5/4/2006 16:30,6.9,0.86,113
5/4/2006 16:40,6.6,0.86,113
5/4/2006 16:50,6.4,0.96,113
5/4/2006 17:00,7.2,0.75,113
5/4/2006 17:10,6.4,0.64,135
5/4/2006 17:20,5.9,0.75,135
5/4/2006 17:30,6.6,0.64,135
5/4/2006 17:40,7.7,0.8,135
5/4/2006 17:50,6.4,0.53,113
5/4/2006 18:00,5.7,0.8,113
5/4/2006 18:10,5.7,0.7,113
5/4/2006 18:20,6.2,1.07,113
5/4/2006 18:30,8.1,1.07,113
5/4/2006 18:40,7.1,1.12,135
5/4/2006 18:50,8.2,0.91,135
5/4/2006 19:00,6.9,1.07,135
5/4/2006 19:10,8.4,1.18,135
5/4/2006 19:20,8.9,0.8,135
5/4/2006 19:30,7.7,1.07,135
5/4/2006 19:40,8.5,1.12,113
5/4/2006 19:50,9.4,1.02,135
5/4/2006 20:00,11.6,1.6,113
5/4/2006 20:10,10.8,1.76,135
5/4/2006 20:20,12,1.98,135
5/4/2006 20:30,12,1.66,113
5/4/2006 20:40,13,2.09,135
5/4/2006 20:50,12.3,2.73,135
5/4/2006 21:00,15.2,2.25,135
5/4/2006 21:10,15.2,2.73,135
5/4/2006 21:20,14.7,1.98,135
5/4/2006 21:30,14.9,3.05,135
5/4/2006 21:40,14.8,2.19,113
5/4/2006 21:50,14.6,2.46,135
5/4/2006 22:00,13.9,2.62,135
5/4/2006 22:10,12.8,1.92,113
5/4/2006 22:20,12.4,3.05,113
5/4/2006 22:30,14.5,2.3,135
5/4/2006 22:40,13.8,3.42,113
5/4/2006 22:50,14.4,13.63,113
5/4/2006 23:00,14.1,2.3,113
5/4/2006 23:10,14.9,3.53,113
5/4/2006 23:20,14.1,2.14,113
5/4/2006 23:30,14.9,2.03,113
5/4/2006 23:40,15.1,2.57,113
5/4/2006 23:50,13.9,2.89,113
5/5/2006 0:00,14.9,2.62,113
5/5/2006 0:10,15.5,2.19,113
5/5/2006 0:20,15.2,2.78,135
5/5/2006 0:30,13.1,3.26,113
5/5/2006 0:40,14.9,2.62,113
5/5/2006 0:50,15.3,3.9,113
5/5/2006 1:00,14,2.51,135
5/5/2006 1:10,15.2,2.46,113
5/5/2006 1:20,13,3.42,113
5/5/2006 1:30,14.9,2.03,113
5/5/2006 1:40,15.6,2.46,113
5/5/2006 1:50,13.6,3.42,113
5/5/2006 2:00,12.4,3.15,113
5/5/2006 2:10,14,2.83,113
5/5/2006 2:20,14,2.09,135
5/5/2006 2:30,10.7,2.57,135
5/5/2006 2:40,11.7,1.76,135
5/5/2006 2:50,11.6,2.73,135
5/5/2006 3:00,13.1,2.89,135
5/5/2006 3:10,13.5,2.19,135
5/5/2006 3:20,10.5,2.89,135
5/5/2006 3:30,12.5,3.21,158
5/5/2006 3:40,11.4,2.57,135
5/5/2006 3:50,11.5,2.78,135
5/5/2006 4:00,11.9,3.26,135
5/5/2006 4:10,10,1.92,135
5/5/2006 4:20,11.5,3.48,113
5/5/2006 4:30,10.6,2.46,135
5/5/2006 4:40,10.4,1.66,135
5/5/2006 4:50,5.1,3.48,135
5/5/2006 5:00,11.5,1.92,135
5/5/2006 5:10,8.5,2.41,113
5/5/2006 5:20,8.8,2.78,113
5/5/2006 5:30,8.8,1.66,158
5/5/2006 5:40,7.1,1.6,135
5/5/2006 5:50,9.3,1.5,135
5/5/2006 6:00,9.8,1.28,135
5/5/2006 6:10,7.9,0.96,158
5/5/2006 6:20,7.5,1.39,180
5/5/2006 6:30,7.7,1.07,158
5/5/2006 6:40,6.2,0.75,180
5/5/2006 6:50,4.3,0.96,180
5/5/2006 7:00,4.4,0.7,203
5/5/2006 7:10,5.1,0.53,203
5/5/2006 7:20,5.1,0.48,225
5/5/2006 7:30,6.7,0.75,225
5/5/2006 7:40,7.1,0.53,248
5/5/2006 7:50,8.3,0.53,248
5/5/2006 8:00,9.7,0.48,248
5/5/2006 8:10,8.7,0.59,248
5/5/2006 8:20,8.3,0.59,248
5/5/2006 8:30,8.4,0.59,248
5/5/2006 8:40,9.1,0.43,248
5/5/2006 8:50,9.1,0.48,248
5/5/2006 9:00,9.4,0.8,270
5/5/2006 9:10,10.1,0.75,270
5/5/2006 9:20,10.1,0.64,270
5/5/2006 9:30,10.8,0.64,270
5/5/2006 9:40,11.1,0.8,270
5/5/2006 9:50,11.5,0.75,270
5/5/2006 10:00,11.4,0.7,270
5/5/2006 10:10,11.7,0.7,270
5/5/2006 10:20,12.1,0.8,270
5/5/2006 10:30,11.7,1.18,293
