Read by,DR Version 10,2/8/2007 11:03,
12/5/2006 1:00,8.7,1.02,23
12/5/2006 1:10,8.6,1.02,23
12/5/2006 1:20,8.5,1.39,0
12/5/2006 1:30,9.9,1.39,23
12/5/2006 1:40,10.4,1.28,23
12/5/2006 1:50,9.8,1.5,23
12/5/2006 2:00,11.6,2.3,23
12/5/2006 2:10,13.8,1.28,0
12/5/2006 2:20,16.5,1.5,23
12/5/2006 2:30,16.8,1.82,23
12/5/2006 2:40,15.6,1.55,23
12/5/2006 2:50,12.5,2.19,45
12/5/2006 3:00,10.4,1.44,45
12/5/2006 3:10,10.4,1.07,45
12/5/2006 3:20,10.5,1.34,45
12/5/2006 3:30,12.4,1.07,23
12/5/2006 3:40,11.4,1.07,23
12/5/2006 3:50,11.2,1.12,23
12/5/2006 4:00,11,1.07,23
12/5/2006 4:10,10.4,1.23,23
12/5/2006 4:20,11.5,0.86,45
12/5/2006 4:30,12.9,1.39,45
12/5/2006 4:40,12.9,0.91,45
12/5/2006 4:50,11.9,0.96,45
12/5/2006 5:00,12.6,0.86,45
12/5/2006 5:10,12.4,0.86,45
12/5/2006 5:20,11.3,0.7,45
12/5/2006 5:30,11,0.8,45
12/5/2006 5:40,12.3,0.86,45
12/5/2006 5:50,10.8,0.64,68
12/5/2006 6:00,11,0.8,45
12/5/2006 6:10,12.7,0.91,45
12/5/2006 6:20,15.7,2.03,68
12/5/2006 6:30,14.9,1.66,90
12/5/2006 6:40,12.4,1.02,68
12/5/2006 6:50,11.5,1.12,90
12/5/2006 7:00,15.8,2.35,113
12/5/2006 7:10,19.6,2.03,113
12/5/2006 7:20,20.7,2.3,113
12/5/2006 7:30,22.8,2.73,113
12/5/2006 7:40,23.6,2.89,113
12/5/2006 7:50,22.5,2.25,113
12/5/2006 8:00,20.3,2.03,113
12/5/2006 8:10,19.1,1.66,113
12/5/2006 8:20,18.6,1.82,90
12/5/2006 8:30,18.9,1.44,90
12/5/2006 8:40,18.3,1.23,90
12/5/2006 8:50,20,2.14,90
12/5/2006 9:00,21.4,2.57,90
12/5/2006 9:10,22,2.25,90
12/5/2006 9:20,21.5,1.87,90
12/5/2006 9:30,21.1,2.19,113
12/5/2006 9:40,20.5,2.25,113
12/5/2006 9:50,22.1,2.25,90
12/5/2006 10:00,19.7,2.09,90
12/5/2006 10:10,19.4,2.41,90
12/5/2006 10:20,22.2,2.25,113
12/5/2006 10:30,20.8,1.87,113
12/5/2006 10:40,18.2,1.6,113
12/5/2006 10:50,22.2,3.8,113
12/5/2006 11:00,22.8,2.51,135
12/5/2006 11:10,25.3,3.53,113
12/5/2006 11:20,28.4,3.64,113
12/5/2006 11:30,23.2,2.83,113
12/5/2006 11:40,22.8,2.78,113
12/5/2006 11:50,23.9,2.94,113
12/5/2006 12:00,24.4,2.57,113
12/5/2006 12:10,23.8,2.19,113
12/5/2006 12:20,23.8,2.67,113
12/5/2006 12:30,23.9,2.78,113
12/5/2006 12:40,19.7,1.87,113
12/5/2006 12:50,20.6,2.19,113
12/5/2006 13:00,21.9,2.89,113
12/5/2006 13:10,25.5,2.57,113
12/5/2006 13:20,23.1,2.3,113
12/5/2006 13:30,21,2.41,113
12/5/2006 13:40,19.3,1.66,113
12/5/2006 13:50,19.4,1.76,113
12/5/2006 14:00,18.8,1.71,113
12/5/2006 14:10,17.5,1.44,113
12/5/2006 14:20,18.5,1.6,113
12/5/2006 14:30,17.8,1.6,113
12/5/2006 14:40,17.6,1.92,113
12/5/2006 14:50,19.7,1.82,113
12/5/2006 15:00,17.9,2.19,113
12/5/2006 15:10,15.2,1.44,113
12/5/2006 15:20,14.8,1.39,113
12/5/2006 15:30,16.6,1.71,113
12/5/2006 15:40,19.2,1.82,113
12/5/2006 15:50,18.6,2.03,113
12/5/2006 16:00,17.6,1.66,135
12/5/2006 16:10,14.8,1.34,113
12/5/2006 16:20,13.5,1.23,113
12/5/2006 16:30,12.3,1.02,113
12/5/2006 16:40,11.9,1.18,113
12/5/2006 16:50,11.5,1.18,113
12/5/2006 17:00,11.1,1.28,113
12/5/2006 17:10,12,0.8,90
12/5/2006 17:20,11.6,1.12,90
12/5/2006 17:30,11.3,1.07,113
12/5/2006 17:40,11.6,1.12,113
12/5/2006 17:50,12.2,1.02,113
12/5/2006 18:00,11.6,1.02,113
12/5/2006 18:10,11,1.02,113
12/5/2006 18:20,11.8,1.07,113
12/5/2006 18:30,12.5,1.18,113
12/5/2006 18:40,13.2,1.34,113
12/5/2006 18:50,14.1,1.6,113
12/5/2006 19:00,13.7,1.92,113
12/5/2006 19:10,11.6,1.34,113
12/5/2006 19:20,11.6,1.55,113
12/5/2006 19:30,10.1,1.02,113
12/5/2006 19:40,10.2,0.8,113
12/5/2006 19:50,9.1,1.02,113
12/5/2006 20:00,7.9,0.75,113
12/5/2006 20:10,6.8,0.7,113
12/5/2006 20:20,5.6,0.59,90
12/5/2006 20:30,5.6,0.48,113
12/5/2006 20:40,6.3,0.48,113
12/5/2006 20:50,6.4,0.64,90
12/5/2006 21:00,6.8,0.75,90
12/5/2006 21:10,6.9,0.53,90
12/5/2006 21:20,8.7,1.5,90
12/5/2006 21:30,9.5,0.96,90
12/5/2006 21:40,8.7,1.07,90
12/5/2006 21:50,10.9,1.18,90
12/5/2006 22:00,10.4,1.5,113
12/5/2006 22:10,12.2,1.76,113
12/5/2006 22:20,13.7,1.28,113
12/5/2006 22:30,12.9,1.55,113
12/5/2006 22:40,12.4,1.28,113
12/5/2006 22:50,12.2,1.55,113
12/5/2006 23:00,11.6,1.6,113
12/5/2006 23:10,10.7,1.23,135
12/5/2006 23:20,13,1.5,113
12/5/2006 23:30,12.7,1.12,113
12/5/2006 23:40,10.7,1.92,113
12/5/2006 23:50,11.6,1.6,113
12/6/2006 0:00,10.5,1.55,113
12/6/2006 0:10,10.5,1.28,113
12/6/2006 0:20,10.8,1.28,113
12/6/2006 0:30,11.1,1.12,113
12/6/2006 0:40,11.3,1.44,113
12/6/2006 0:50,10.3,1.66,113
12/6/2006 1:00,10.2,1.23,113
12/6/2006 1:10,10.9,1.23,113
12/6/2006 1:20,9.6,1.44,113
12/6/2006 1:30,12.4,2.35,113
12/6/2006 1:40,15.9,2.78,113
12/6/2006 1:50,14.1,2.03,135
12/6/2006 2:00,15.6,1.66,158
12/6/2006 2:10,18.4,1.98,158
12/6/2006 2:20,20.3,2.09,158
12/6/2006 2:30,20.2,2.83,158
12/6/2006 2:40,24.9,2.46,158
12/6/2006 2:50,24.9,3.48,158
12/6/2006 3:00,26.4,3.42,158
12/6/2006 3:10,25.2,2.89,158
12/6/2006 3:20,23.7,2.78,158
12/6/2006 3:30,23.1,2.89,158
12/6/2006 3:40,26.9,3.58,158
12/6/2006 3:50,27.3,3.48,158
12/6/2006 4:00,25.8,3.85,158
12/6/2006 4:10,24.6,3.37,158
12/6/2006 4:20,20.6,3.32,158
12/6/2006 4:30,25.7,3.8,158
12/6/2006 4:40,26.7,3.69,158
12/6/2006 4:50,21,3.1,158
12/6/2006 5:00,25.7,2.99,158
12/6/2006 5:10,26.6,2.62,158
12/6/2006 5:20,29.2,3.21,158
12/6/2006 5:30,28.3,3.42,158
12/6/2006 5:40,28.4,3.1,158
12/6/2006 5:50,29.4,2.99,158
12/6/2006 6:00,27.7,3.21,158
12/6/2006 6:10,28.4,2.94,158
12/6/2006 6:20,26.4,2.83,158
12/6/2006 6:30,26.1,2.57,158
12/6/2006 6:40,21.8,1.92,158
12/6/2006 6:50,22.2,2.25,158
12/6/2006 7:00,20.4,2.14,158
12/6/2006 7:10,17.9,1.92,158
12/6/2006 7:20,16.6,1.6,158
12/6/2006 7:30,15.7,1.44,158
12/6/2006 7:40,15.9,1.55,158
12/6/2006 7:50,17,1.39,158
12/6/2006 8:00,15.3,1.5,158
12/6/2006 8:10,13.8,1.34,135
12/6/2006 8:20,12.7,1.5,135
12/6/2006 8:30,12.4,1.28,135
12/6/2006 8:40,13.7,1.82,158
12/6/2006 8:50,17.1,1.92,158
12/6/2006 9:00,19.2,2.25,158
12/6/2006 9:10,18.9,2.3,158
12/6/2006 9:20,17.5,2.03,158
12/6/2006 9:30,16.7,1.76,158
12/6/2006 9:40,14.2,1.28,158
12/6/2006 9:50,13.3,1.07,158
12/6/2006 10:00,13.9,2.35,158
12/6/2006 10:10,18.5,2.67,158
12/6/2006 10:20,21.7,2.89,158
12/6/2006 10:30,21.5,2.35,158
12/6/2006 10:40,20.2,1.71,158
12/6/2006 10:50,18.1,2.51,158
12/6/2006 11:00,15.1,1.92,158
12/6/2006 11:10,11,2.19,135
12/6/2006 11:20,12.6,2.09,135
12/6/2006 11:30,12.5,1.82,135
12/6/2006 11:40,15.7,1.92,135
12/6/2006 11:50,15,1.76,135
12/6/2006 12:00,16.4,2.09,135
12/6/2006 12:10,15.3,2.14,135
12/6/2006 12:20,14,1.76,135
12/6/2006 12:30,14,1.82,135
12/6/2006 12:40,14.7,1.92,135
12/6/2006 12:50,16.4,1.6,135
12/6/2006 13:00,16.2,1.66,135
12/6/2006 13:10,14.2,1.6,135
12/6/2006 13:20,15.4,1.82,135
12/6/2006 13:30,15.2,1.44,135
12/6/2006 13:40,15.2,1.5,135
12/6/2006 13:50,12.9,1.44,113
12/6/2006 14:00,14.2,1.39,113
12/6/2006 14:10,14.5,1.23,113
12/6/2006 14:20,14.6,1.34,113
12/6/2006 14:30,14.7,1.6,135
12/6/2006 14:40,14.7,1.6,135
12/6/2006 14:50,14.8,1.76,135
12/6/2006 15:00,13.3,1.39,135
12/6/2006 15:10,13.2,1.44,135
12/6/2006 15:20,15.1,2.03,135
12/6/2006 15:30,15.9,1.6,135
12/6/2006 15:40,16.1,1.6,135
12/6/2006 15:50,15.9,1.6,135
12/6/2006 16:00,16.7,2.09,135
12/6/2006 16:10,17.4,1.82,135
12/6/2006 16:20,17.7,2.46,135
12/6/2006 16:30,17.1,1.82,135
12/6/2006 16:40,15.7,2.03,135
12/6/2006 16:50,14.9,2.03,135
12/6/2006 17:00,16.1,1.5,135
12/6/2006 17:10,16.4,1.71,135
12/6/2006 17:20,14.9,1.98,135
12/6/2006 17:30,14.8,1.66,135
12/6/2006 17:40,14.5,1.44,135
12/6/2006 17:50,13.6,1.66,135
12/6/2006 18:00,12.9,1.44,135
12/6/2006 18:10,14,1.55,135
12/6/2006 18:20,13.9,1.66,135
12/6/2006 18:30,13.9,1.55,135
12/6/2006 18:40,13.8,1.28,135
12/6/2006 18:50,13.8,1.34,135
12/6/2006 19:00,11.9,1.39,135
12/6/2006 19:10,11.5,1.23,113
12/6/2006 19:20,10,1.34,135
12/6/2006 19:30,8.7,1.39,135
12/6/2006 19:40,10.6,1.02,135
12/6/2006 19:50,12.1,1.07,113
12/6/2006 20:00,11.6,1.23,113
12/6/2006 20:10,8.4,1.28,113
12/6/2006 20:20,8.1,1.12,113
12/6/2006 20:30,9.2,1.07,113
12/6/2006 20:40,11.3,0.86,113
12/6/2006 20:50,10.5,0.86,113
12/6/2006 21:00,10,0.75,113
12/6/2006 21:10,9.8,1.07,113
12/6/2006 21:20,10.3,0.96,90
12/6/2006 21:30,10.1,1.28,90
12/6/2006 21:40,11.5,1.12,113
12/6/2006 21:50,10,1.39,113
12/6/2006 22:00,11.2,1.28,113
12/6/2006 22:10,12.5,1.28,113
12/6/2006 22:20,14.3,1.02,113
12/6/2006 22:30,13.5,1.18,113
12/6/2006 22:40,11.7,1.44,113
12/6/2006 22:50,12,1.39,113
12/6/2006 23:00,10.7,1.5,113
12/6/2006 23:10,11.1,1.6,113
12/6/2006 23:20,10.8,1.34,113
12/6/2006 23:30,10.8,1.23,113
12/6/2006 23:40,10.7,1.12,113
12/6/2006 23:50,10.1,1.44,113
12/7/2006 0:00,8.5,1.5,113
12/7/2006 0:10,8.9,1.34,113
12/7/2006 0:20,9.2,1.66,113
12/7/2006 0:30,7.2,1.66,113
12/7/2006 0:40,7.6,1.55,113
12/7/2006 0:50,7.8,1.28,113
12/7/2006 1:00,6.2,1.5,113
12/7/2006 1:10,7.3,1.07,113
12/7/2006 1:20,7.2,1.34,90
12/7/2006 1:30,6.8,1.12,90
12/7/2006 1:40,6.7,1.23,90
12/7/2006 1:50,5.7,1.39,90
12/7/2006 2:00,5.9,1.18,68
12/7/2006 2:10,6.2,2.03,68
12/7/2006 2:20,5.2,1.66,45
12/7/2006 2:30,6.7,1.44,68
12/7/2006 2:40,6.1,1.71,23
12/7/2006 2:50,6.6,1.34,45
12/7/2006 3:00,7.2,1.07,45
12/7/2006 3:10,8.9,1.5,45
12/7/2006 3:20,9.5,1.18,45
12/7/2006 3:30,8.9,1.76,23
12/7/2006 3:40,7.9,1.5,23
12/7/2006 3:50,10,1.18,23
12/7/2006 4:00,9.9,1.44,45
12/7/2006 4:10,9.2,1.28,23
12/7/2006 4:20,10,1.66,0
12/7/2006 4:30,9.8,1.44,23
12/7/2006 4:40,10.6,1.71,23
12/7/2006 4:50,10.1,1.28,23
12/7/2006 5:00,11.2,1.34,0
12/7/2006 5:10,9.7,1.02,0
12/7/2006 5:20,10.2,1.44,0
12/7/2006 5:30,9.3,1.12,0
12/7/2006 5:40,8.8,1.12,338
12/7/2006 5:50,8,1.28,338
12/7/2006 6:00,6.2,0.96,338
12/7/2006 6:10,7.6,0.96,338
12/7/2006 6:20,9.4,1.12,315
12/7/2006 6:30,10,1.02,315
12/7/2006 6:40,10.5,1.12,315
12/7/2006 6:50,12,1.44,315
12/7/2006 7:00,12.4,1.34,315
12/7/2006 7:10,12.1,1.28,315
12/7/2006 7:20,13,1.44,315
12/7/2006 7:30,13.4,1.34,315
12/7/2006 7:40,14,1.55,315
12/7/2006 7:50,14.4,13.63,338
12/7/2006 8:00,14,1.5,338
12/7/2006 8:10,14.2,1.44,338
12/7/2006 8:20,14.1,1.44,338
12/7/2006 8:30,15,1.82,338
12/7/2006 8:40,15.8,1.98,338
12/7/2006 8:50,15.5,2.03,338
12/7/2006 9:00,15.3,1.76,338
12/7/2006 9:10,14.9,1.98,338
12/7/2006 9:20,14.6,1.66,338
12/7/2006 9:30,13.5,1.6,338
12/7/2006 9:40,14,1.5,338
12/7/2006 9:50,13.6,1.6,315
12/7/2006 10:00,14.4,1.76,338
12/7/2006 10:10,16,1.82,338
12/7/2006 10:20,17,1.92,338
12/7/2006 10:30,17.4,1.66,338
12/7/2006 10:40,17.9,1.92,338
12/7/2006 10:50,18.6,2.14,338
12/7/2006 11:00,18.2,1.87,338
12/7/2006 11:10,16.1,1.92,338
12/7/2006 11:20,15.2,1.71,338
12/7/2006 11:30,15.2,1.5,315
12/7/2006 11:40,15,1.82,315
12/7/2006 11:50,16.2,2.09,315
12/7/2006 12:00,15.3,1.76,315
12/7/2006 12:10,15.5,1.87,315
12/7/2006 12:20,14.8,1.92,315
12/7/2006 12:30,14.8,1.66,315
12/7/2006 12:40,15.3,1.66,315
12/7/2006 12:50,16.4,1.39,338
12/7/2006 13:00,16.3,1.5,338
12/7/2006 13:10,16.5,1.71,338
12/7/2006 13:20,17,1.71,338
12/7/2006 13:30,17.2,1.98,338
12/7/2006 13:40,16.9,1.76,338
12/7/2006 13:50,16,1.76,338
12/7/2006 14:00,15.3,2.3,338
12/7/2006 14:10,15.9,1.92,338
12/7/2006 14:20,15.1,2.19,338
12/7/2006 14:30,14,1.82,338
12/7/2006 14:40,15.3,1.66,338
12/7/2006 14:50,15.5,1.82,338
12/7/2006 15:00,17.5,1.76,338
12/7/2006 15:10,17.9,1.82,338
12/7/2006 15:20,16.6,1.71,338
12/7/2006 15:30,16.2,1.82,338
12/7/2006 15:40,15.8,2.3,338
12/7/2006 15:50,16.7,1.76,338
12/7/2006 16:00,17.6,2.14,338
12/7/2006 16:10,18.3,1.98,338
12/7/2006 16:20,17.6,1.76,338
12/7/2006 16:30,16.1,2.14,338
12/7/2006 16:40,14.3,1.71,338
12/7/2006 16:50,14.5,1.6,338
12/7/2006 17:00,13.8,1.55,338
12/7/2006 17:10,13.8,1.55,338
12/7/2006 17:20,14.1,1.55,338
12/7/2006 17:30,14.9,1.71,338
12/7/2006 17:40,14.7,1.6,338
12/7/2006 17:50,14.6,1.5,338
12/7/2006 18:00,13.3,1.87,338
12/7/2006 18:10,14.3,1.28,338
12/7/2006 18:20,14.8,1.23,338
12/7/2006 18:30,14.5,1.39,338
12/7/2006 18:40,14.5,1.55,338
12/7/2006 18:50,13.5,1.5,338
12/7/2006 19:00,13.2,1.55,338
12/7/2006 19:10,14.5,1.76,338
12/7/2006 19:20,14.4,1.55,338
12/7/2006 19:30,14.7,1.92,338
12/7/2006 19:40,16.2,1.82,338
12/7/2006 19:50,16.1,1.66,338
12/7/2006 20:00,16.3,1.82,338
12/7/2006 20:10,14.8,1.6,338
12/7/2006 20:20,14.1,1.55,338
12/7/2006 20:30,13.2,1.55,338
12/7/2006 20:40,13.5,1.07,338
12/7/2006 20:50,14.9,1.44,338
12/7/2006 21:00,14,1.5,338
12/7/2006 21:10,13.6,1.44,338
12/7/2006 21:20,13.3,1.5,338
12/7/2006 21:30,13.7,1.44,338
12/7/2006 21:40,13.9,1.44,338
12/7/2006 21:50,14.4,1.66,338
12/7/2006 22:00,13.2,1.34,338
12/7/2006 22:10,13.1,1.5,338
12/7/2006 22:20,11.7,1.55,338
12/7/2006 22:30,12.6,1.71,338
12/7/2006 22:40,12.1,1.6,338
12/7/2006 22:50,11.2,1.66,338
12/7/2006 23:00,10.2,1.44,338
12/7/2006 23:10,10.7,1.66,338
12/7/2006 23:20,10.2,1.55,338
12/7/2006 23:30,10.9,1.39,338
12/7/2006 23:40,9.9,1.18,338
12/7/2006 23:50,10.4,1.55,338
12/8/2006 0:00,10.8,1.82,338
12/8/2006 0:10,12,1.28,338
12/8/2006 0:20,12.2,1.55,338
12/8/2006 0:30,13.8,1.66,338
12/8/2006 0:40,12.8,1.76,338
12/8/2006 0:50,12.8,1.5,338
12/8/2006 1:00,10.7,1.44,338
12/8/2006 1:10,11.1,1.87,338
12/8/2006 1:20,13,1.5,338
12/8/2006 1:30,11.9,1.82,338
12/8/2006 1:40,12.8,1.87,338
12/8/2006 1:50,13.1,1.92,338
12/8/2006 2:00,13,2.09,338
12/8/2006 2:10,12.5,1.44,338
12/8/2006 2:20,11.7,1.34,338
12/8/2006 2:30,14,1.98,338
12/8/2006 2:40,13.2,1.71,338
12/8/2006 2:50,14.6,1.87,338
12/8/2006 3:00,15.3,2.3,338
12/8/2006 3:10,15.2,2.3,338
12/8/2006 3:20,14.9,1.87,338
12/8/2006 3:30,15.7,1.92,338
12/8/2006 3:40,17.5,2.51,338
12/8/2006 3:50,17,2.19,338
12/8/2006 4:00,17.4,2.14,338
12/8/2006 4:10,15.8,2.35,338
12/8/2006 4:20,14.5,2.14,338
12/8/2006 4:30,14.6,2.41,338
12/8/2006 4:40,14.7,1.71,338
12/8/2006 4:50,15.5,1.66,338
12/8/2006 5:00,14.9,1.82,338
12/8/2006 5:10,16.2,1.6,338
12/8/2006 5:20,17.5,1.92,338
12/8/2006 5:30,16.4,1.66,338
12/8/2006 5:40,17.3,1.76,315
12/8/2006 5:50,17.1,1.71,315
12/8/2006 6:00,16.6,1.76,338
12/8/2006 6:10,15.6,1.92,338
12/8/2006 6:20,16.7,1.92,338
12/8/2006 6:30,16.8,1.6,338
12/8/2006 6:40,16.6,1.82,338
12/8/2006 6:50,17,1.76,338
12/8/2006 7:00,17.1,1.76,338
12/8/2006 7:10,16.8,2.09,338
12/8/2006 7:20,17.1,1.71,338
