Read by,DR Version 10,9/26/2006 20:23,
8/1/2006 22:40,11,2.62,180
8/1/2006 22:50,9.9,1.71,158
8/1/2006 23:00,10.4,2.46,158
8/1/2006 23:10,11.4,1.39,158
8/1/2006 23:20,10.7,1.87,180
8/1/2006 23:30,10.8,1.6,158
8/1/2006 23:40,10.8,2.67,158
8/1/2006 23:50,10,1.98,180
8/2/2006 0:00,11.2,2.35,180
8/2/2006 0:10,12.8,2.35,180
8/2/2006 0:20,11.4,2.25,180
8/2/2006 0:30,10.9,2.14,180
8/2/2006 0:40,10,1.55,158
8/2/2006 0:50,9.1,2.51,158
8/2/2006 1:00,10,3.1,180
8/2/2006 1:10,10.4,1.87,180
8/2/2006 1:20,10.5,2.25,180
8/2/2006 1:30,10.7,2.78,180
8/2/2006 1:40,9.2,2.99,158
8/2/2006 1:50,7.7,2.19,203
8/2/2006 2:00,8.6,2.14,180
8/2/2006 2:10,7.4,1.82,180
8/2/2006 2:20,7.7,1.55,203
8/2/2006 2:30,8.2,2.57,203
8/2/2006 2:40,7,1.98,203
8/2/2006 2:50,8.1,1.98,203
8/2/2006 3:00,8.3,2.09,180
8/2/2006 3:10,8.2,1.66,158
8/2/2006 3:20,6.3,1.82,180
8/2/2006 3:30,8.7,2.03,180
8/2/2006 3:40,9,1.6,158
8/2/2006 3:50,6.4,1.55,158
8/2/2006 4:00,8,1.44,180
8/2/2006 4:10,5.5,2.03,180
8/2/2006 4:20,7.4,1.87,158
8/2/2006 4:30,9.6,1.55,158
8/2/2006 4:40,8.7,1.6,135
8/2/2006 4:50,8.1,2.35,158
8/2/2006 5:00,9.1,1.76,158
8/2/2006 5:10,6.5,1.44,180
8/2/2006 5:20,8.2,1.98,158
8/2/2006 5:30,7.9,1.76,180
8/2/2006 5:40,7.8,1.39,180
8/2/2006 5:50,4.8,2.25,158
8/2/2006 6:00,7.6,1.5,180
8/2/2006 6:10,7.3,1.07,180
8/2/2006 6:20,6,1.39,180
8/2/2006 6:30,5.4,0.91,203
8/2/2006 6:40,6.3,1.55,180
8/2/2006 6:50,5.8,1.12,180
8/2/2006 7:00,7.1,1.55,180
8/2/2006 7:10,6.9,1.02,180
8/2/2006 7:20,7.1,0.96,180
8/2/2006 7:30,6.2,0.75,180
8/2/2006 7:40,6,0.86,180
8/2/2006 7:50,6.1,0.7,180
8/2/2006 8:00,5.5,0.7,180
8/2/2006 8:10,5.9,0.7,180
8/2/2006 8:20,4.6,0.8,180
8/2/2006 8:30,2.8,0.86,180
8/2/2006 8:40,2.3,0.48,180
8/2/2006 8:50,2.9,0.96,203
8/2/2006 9:00,3.3,0.37,203
8/2/2006 9:10,3.7,0.43,203
8/2/2006 9:20,3.9,0.43,225
8/2/2006 9:30,4.9,0.53,225
8/2/2006 9:40,5.2,0.37,225
8/2/2006 9:50,5,0.43,225
8/2/2006 10:00,4.8,0.37,225
8/2/2006 10:10,4.7,0.43,225
8/2/2006 10:20,3.9,0.43,225
8/2/2006 10:30,4.1,0.37,225
8/2/2006 10:40,4.5,0.43,203
8/2/2006 10:50,4.1,0.37,203
8/2/2006 11:00,4,0.37,225
8/2/2006 11:10,4.2,0.32,225
8/2/2006 11:20,4.1,0.32,225
8/2/2006 11:30,4.1,0.32,203
8/2/2006 11:40,3.9,0.48,203
8/2/2006 11:50,5.1,0.32,203
8/2/2006 12:00,5.1,0.59,203
8/2/2006 12:10,3.9,0.37,203
8/2/2006 12:20,3.7,0.43,203
8/2/2006 12:30,3.2,0.48,203
8/2/2006 12:40,4.4,0.64,225
8/2/2006 12:50,5.1,0.43,225
8/2/2006 13:00,4.9,0.37,225
8/2/2006 13:10,5.1,0.59,225
8/2/2006 13:20,4.9,0.59,248
8/2/2006 13:30,5.3,0.43,248
8/2/2006 13:40,6.1,0.64,225
8/2/2006 13:50,6.1,0.48,225
8/2/2006 14:00,6.2,0.59,225
8/2/2006 14:10,6.2,0.48,225
8/2/2006 14:20,6,0.43,248
8/2/2006 14:30,5,0.48,248
8/2/2006 14:40,4.4,0.53,270
8/2/2006 14:50,2.7,1.12,270
8/2/2006 15:00,0,0.16,338
8/2/2006 15:10,2.2,0.53,45
8/2/2006 15:20,1.4,1.28,135
8/2/2006 15:30,1.3,0.8,90
8/2/2006 15:40,3.9,0.91,113
8/2/2006 15:50,4,1.28,158
8/2/2006 16:00,2.8,0.59,135
8/2/2006 16:10,1.4,0.64,135
8/2/2006 16:20,2.3,0.59,135
8/2/2006 16:30,2.2,0.37,135
8/2/2006 16:40,1.8,0.37,135
8/2/2006 16:50,2.3,0.7,135
8/2/2006 17:00,3.2,0.43,135
8/2/2006 17:10,3.2,0.48,158
8/2/2006 17:20,2.6,0.64,158
8/2/2006 17:30,3.1,0.8,180
8/2/2006 17:40,2.9,0.48,203
8/2/2006 17:50,3.5,0.48,225
8/2/2006 18:00,3.5,0.37,225
8/2/2006 18:10,2.7,0.53,248
8/2/2006 18:20,1.3,0.59,248
8/2/2006 18:30,0,0,248
8/2/2006 18:40,0,0,248
8/2/2006 18:50,0,0,248
8/2/2006 19:00,0,0,248
8/2/2006 19:10,0,0,248
8/2/2006 19:20,0,0,248
8/2/2006 19:30,0,0,248
8/2/2006 19:40,0,0,0
8/2/2006 19:50,0,0.11,68
8/2/2006 20:00,1.4,0.7,45
8/2/2006 20:10,1.1,0.59,338
8/2/2006 20:20,1.7,0.8,338
8/2/2006 20:30,0.9,0.32,315
8/2/2006 20:40,0,0,0
8/2/2006 20:50,0.9,0.48,45
8/2/2006 21:00,0.9,0.53,68
8/2/2006 21:10,0,0,68
8/2/2006 21:20,1,0.7,68
8/2/2006 21:30,2.1,1.02,90
8/2/2006 21:40,3.6,1.12,90
8/2/2006 21:50,2.7,1.02,113
8/2/2006 22:00,4,1.12,90
8/2/2006 22:10,2.8,1.18,90
8/2/2006 22:20,3.7,0.91,90
8/2/2006 22:30,2.9,1.23,90
8/2/2006 22:40,2.1,1.39,113
8/2/2006 22:50,3.6,1.44,68
8/2/2006 23:00,3.1,1.6,68
8/2/2006 23:10,3,1.34,90
8/2/2006 23:20,3.6,1.34,90
8/2/2006 23:30,3.2,1.71,23
8/2/2006 23:40,3.5,2.03,45
8/2/2006 23:50,3,1.28,0
8/3/2006 0:00,2.8,1.39,90
8/3/2006 0:10,3.9,2.35,45
8/3/2006 0:20,3.1,2.46,90
8/3/2006 0:30,3.7,2.19,90
8/3/2006 0:40,3.3,1.92,135
8/3/2006 0:50,3,2.14,135
8/3/2006 1:00,3.9,2.14,90
8/3/2006 1:10,3.1,1.6,158
8/3/2006 1:20,2.4,1.44,113
8/3/2006 1:30,0.8,0.27,113
8/3/2006 1:40,1,0.59,225
8/3/2006 1:50,1.5,0.96,270
8/3/2006 2:00,1.6,0.96,338
8/3/2006 2:10,3.5,1.23,135
8/3/2006 2:20,3.8,2.03,135
8/3/2006 2:30,4,1.82,158
8/3/2006 2:40,3.4,1.76,158
8/3/2006 2:50,2.2,1.71,113
8/3/2006 3:00,3.5,1.76,158
8/3/2006 3:10,3.5,2.03,203
8/3/2006 3:20,5.7,1.87,248
8/3/2006 3:30,4.1,1.6,225
8/3/2006 3:40,5.4,2.14,248
8/3/2006 3:50,4.7,1.82,270
8/3/2006 4:00,7.9,1.71,270
8/3/2006 4:10,7.3,1.71,293
8/3/2006 4:20,7.7,1.71,315
8/3/2006 4:30,7.1,2.46,270
8/3/2006 4:40,7.7,1.71,270
8/3/2006 4:50,8.4,2.09,270
8/3/2006 5:00,8.6,1.44,293
8/3/2006 5:10,7.9,1.76,293
8/3/2006 5:20,7.2,1.66,293
8/3/2006 5:30,7.4,1.66,293
8/3/2006 5:40,8.9,1.5,270
8/3/2006 5:50,8.2,1.23,315
8/3/2006 6:00,8.1,1.55,293
8/3/2006 6:10,8.4,1.82,293
8/3/2006 6:20,7.6,1.66,293
8/3/2006 6:30,8,1.66,293
8/3/2006 6:40,8.5,1.5,293
8/3/2006 6:50,7.8,1.39,315
8/3/2006 7:00,9.5,1.28,315
8/3/2006 7:10,9.7,1.23,315
8/3/2006 7:20,9.4,1.34,315
8/3/2006 7:30,11.9,1.71,315
8/3/2006 7:40,11.8,1.55,315
8/3/2006 7:50,10.6,1.5,315
8/3/2006 8:00,11.3,1.34,315
8/3/2006 8:10,10.7,1.39,315
8/3/2006 8:20,10.9,1.34,315
8/3/2006 8:30,11.1,1.5,315
8/3/2006 8:40,10.4,1.12,315
8/3/2006 8:50,10.5,1.34,315
8/3/2006 9:00,10.9,1.5,315
8/3/2006 9:10,10.9,1.39,315
8/3/2006 9:20,10.1,1.28,315
8/3/2006 9:30,10,1.07,315
8/3/2006 9:40,10.2,1.18,315
8/3/2006 9:50,10.7,1.23,315
8/3/2006 10:00,10.8,1.5,315
8/3/2006 10:10,11.3,1.18,315
8/3/2006 10:20,11.5,1.23,315
8/3/2006 10:30,10.2,1.12,338
8/3/2006 10:40,10.8,0.96,338
8/3/2006 10:50,10.8,1.12,338
8/3/2006 11:00,11.3,1.23,338
8/3/2006 11:10,11.3,1.39,338
8/3/2006 11:20,12.1,1.12,338
8/3/2006 11:30,12.1,1.34,338
8/3/2006 11:40,12.5,1.39,338
8/3/2006 11:50,11.7,1.34,338
8/3/2006 12:00,12.2,1.28,338
8/3/2006 12:10,11.5,1.28,338
8/3/2006 12:20,11.5,1.39,338
8/3/2006 12:30,11.6,1.71,338
8/3/2006 12:40,12,1.71,338
8/3/2006 12:50,11,1.39,338
8/3/2006 13:00,10.9,1.44,338
8/3/2006 13:10,11.7,1.34,338
8/3/2006 13:20,12.8,1.55,338
8/3/2006 13:30,12.6,1.55,338
8/3/2006 13:40,12.4,1.39,338
8/3/2006 13:50,12.3,1.6,338
8/3/2006 14:00,12.4,1.55,338
8/3/2006 14:10,13.2,1.6,338
8/3/2006 14:20,12.3,1.44,338
8/3/2006 14:30,13,1.44,338
8/3/2006 14:40,12.2,1.55,338
8/3/2006 14:50,11.7,1.55,338
8/3/2006 15:00,11.4,1.39,338
8/3/2006 15:10,11.8,1.44,338
8/3/2006 15:20,11.6,1.12,338
8/3/2006 15:30,12.3,1.34,338
8/3/2006 15:40,12.4,1.39,338
8/3/2006 15:50,12.1,1.44,338
8/3/2006 16:00,11.8,1.39,338
8/3/2006 16:10,12.2,1.34,338
8/3/2006 16:20,12.2,1.34,338
8/3/2006 16:30,11.8,1.39,338
8/3/2006 16:40,12.3,1.28,338
8/3/2006 16:50,12.4,1.44,338
8/3/2006 17:00,11.7,1.34,338
8/3/2006 17:10,11.6,1.55,338
8/3/2006 17:20,10.8,1.34,338
8/3/2006 17:30,9.7,1.34,315
8/3/2006 17:40,8.9,1.28,315
8/3/2006 17:50,8.9,1.07,338
8/3/2006 18:00,7.6,1.12,338
8/3/2006 18:10,6.8,1.44,315
8/3/2006 18:20,3.9,1.23,270
8/3/2006 18:30,5.5,1.07,203
8/3/2006 18:40,2.4,0.96,225
8/3/2006 18:50,3.6,1.34,203
8/3/2006 19:00,5.5,0.8,203
8/3/2006 19:10,5.5,0.86,225
8/3/2006 19:20,7.5,0.59,248
8/3/2006 19:30,7.2,1.07,225
8/3/2006 19:40,7.5,0.96,248
8/3/2006 19:50,5.6,0.75,270
8/3/2006 20:00,5.8,0.8,270
8/3/2006 20:10,6.8,0.8,248
8/3/2006 20:20,8.9,1.12,270
8/3/2006 20:30,8.9,1.12,270
8/3/2006 20:40,8.9,1.18,270
8/3/2006 20:50,7.4,1.34,270
8/3/2006 21:00,8.3,0.96,270
8/3/2006 21:10,9,1.12,270
8/3/2006 21:20,9.7,1.5,293
8/3/2006 21:30,9.8,1.23,293
8/3/2006 21:40,9.7,1.66,293
8/3/2006 21:50,10.1,1.76,293
8/3/2006 22:00,10.1,1.71,315
8/3/2006 22:10,10.8,1.71,293
8/3/2006 22:20,11,1.87,315
8/3/2006 22:30,11.6,2.73,293
8/3/2006 22:40,12.3,2.09,315
8/3/2006 22:50,13.1,2.3,315
8/3/2006 23:00,14.4,13.63,315
8/3/2006 23:10,15,3.1,315
8/3/2006 23:20,14.5,2.09,315
8/3/2006 23:30,16.7,2.19,315
8/3/2006 23:40,17.1,2.46,338
8/3/2006 23:50,16.7,2.57,338
8/4/2006 0:00,16.1,2.62,338
8/4/2006 0:10,16,2.14,338
8/4/2006 0:20,15.2,2.46,338
8/4/2006 0:30,14.2,3.05,338
8/4/2006 0:40,16.1,3.21,338
8/4/2006 0:50,14.8,3.8,0
8/4/2006 1:00,16.2,3.26,338
8/4/2006 1:10,16.4,2.73,338
8/4/2006 1:20,17.1,2.73,338
8/4/2006 1:30,17.4,3.42,338
8/4/2006 1:40,15.8,3.05,338
8/4/2006 1:50,15.8,3.32,338
8/4/2006 2:00,18.6,2.78,338
8/4/2006 2:10,20.9,2.51,338
8/4/2006 2:20,18.6,4.17,338
8/4/2006 2:30,19.1,3.37,338
8/4/2006 2:40,17.7,3.26,338
8/4/2006 2:50,18.9,2.89,0
8/4/2006 3:00,19,3.48,338
8/4/2006 3:10,18.1,2.99,338
8/4/2006 3:20,19.2,2.99,338
8/4/2006 3:30,18.4,3.58,338
8/4/2006 3:40,21.4,3.21,338
8/4/2006 3:50,20.2,3.32,338
8/4/2006 4:00,20.9,2.73,338
8/4/2006 4:10,19.4,3.48,338
8/4/2006 4:20,18.6,3.15,338
8/4/2006 4:30,17.9,3.32,338
8/4/2006 4:40,20.4,2.62,338
8/4/2006 4:50,19.1,3.32,338
8/4/2006 5:00,20.4,3.21,338
8/4/2006 5:10,19,2.89,338
8/4/2006 5:20,18.2,2.57,338
8/4/2006 5:30,18.4,3.1,338
8/4/2006 5:40,15.3,3.32,315
8/4/2006 5:50,18.5,2.99,338
8/4/2006 6:00,17.1,2.62,315
8/4/2006 6:10,18.6,2.57,338
8/4/2006 6:20,17.5,2.46,338
8/4/2006 6:30,17.3,2.51,338
8/4/2006 6:40,14.2,2.09,315
8/4/2006 6:50,13.8,2.09,315
8/4/2006 7:00,14.6,2.3,315
8/4/2006 7:10,12.5,2.09,315
8/4/2006 7:20,11.8,1.87,293
8/4/2006 7:30,12.9,1.71,293
8/4/2006 7:40,12.2,1.92,315
8/4/2006 7:50,13.7,2.09,315
8/4/2006 8:00,13.2,2.19,315
8/4/2006 8:10,13,1.76,293
8/4/2006 8:20,13.9,1.82,293
8/4/2006 8:30,13.9,2.19,293
8/4/2006 8:40,14.9,2.25,315
8/4/2006 8:50,14.3,2.35,293
8/4/2006 9:00,14.5,2.09,293
8/4/2006 9:10,14.1,1.98,315
8/4/2006 9:20,14.6,2.25,315
8/4/2006 9:30,15.3,2.41,315
8/4/2006 9:40,16,2.41,315
8/4/2006 9:50,15.3,2.3,315
8/4/2006 10:00,16.6,2.19,315
8/4/2006 10:10,14.9,2.25,315
8/4/2006 10:20,15.3,2.25,315
8/4/2006 10:30,14.5,2.09,315
8/4/2006 10:40,14.1,1.98,315
8/4/2006 10:50,15.8,2.3,315
8/4/2006 11:00,14.6,2.19,315
8/4/2006 11:10,13.9,1.98,315
8/4/2006 11:20,14.4,1.98,315
8/4/2006 11:30,15.5,2.25,315
8/4/2006 11:40,14.2,2.19,315
8/4/2006 11:50,15.2,2.09,315
8/4/2006 12:00,14.3,1.98,315
8/4/2006 12:10,13.7,1.98,315
8/4/2006 12:20,15.1,2.3,315
8/4/2006 12:30,14.9,2.62,315
8/4/2006 12:40,13.9,2.41,315
8/4/2006 12:50,14,2.25,315
8/4/2006 13:00,13.8,2.51,315
8/4/2006 13:10,14.9,2.3,338
8/4/2006 13:20,16.1,2.67,338
8/4/2006 13:30,17.1,2.46,338
8/4/2006 13:40,18.2,3.1,315
8/4/2006 13:50,19.7,3.32,338
8/4/2006 14:00,17.5,3.15,338
8/4/2006 14:10,15.7,2.67,338
8/4/2006 14:20,17.9,2.51,338
8/4/2006 14:30,17.4,3.26,0
8/4/2006 14:40,17,4.06,338
8/4/2006 14:50,17.7,3.53,338
8/4/2006 15:00,14.2,2.41,338
8/4/2006 15:10,17.4,2.83,315
8/4/2006 15:20,21,3.69,315
8/4/2006 15:30,24.3,3.1,315
8/4/2006 15:40,21.7,2.94,315
8/4/2006 15:50,21.2,2.3,315
8/4/2006 16:00,22.7,3.64,315
8/4/2006 16:10,19,2.89,315
8/4/2006 16:20,19.3,3.42,315
8/4/2006 16:30,18.7,2.83,315
8/4/2006 16:40,17.5,3.05,315
8/4/2006 16:50,18.3,2.94,315
8/4/2006 17:00,17.9,2.78,315
8/4/2006 17:10,18.1,2.99,315
8/4/2006 17:20,16.1,3.05,293
8/4/2006 17:30,12.2,3.74,270
8/4/2006 17:40,9.1,1.55,225
8/4/2006 17:50,6.1,1.76,225
8/4/2006 18:00,17,4.33,158
8/4/2006 18:10,18.2,5.08,203
8/4/2006 18:20,14.7,2.57,225
8/4/2006 18:30,12.7,1.55,225
8/4/2006 18:40,13.7,1.92,248
8/4/2006 18:50,15.1,2.25,248
8/4/2006 19:00,17.2,2.51,248
8/4/2006 19:10,16.8,2.14,248
8/4/2006 19:20,15.7,2.09,270
8/4/2006 19:30,18.5,3.37,270
8/4/2006 19:40,24,2.99,293
8/4/2006 19:50,21.3,2.99,293
8/4/2006 20:00,20.8,2.51,293
8/4/2006 20:10,20.8,2.41,293
8/4/2006 20:20,20.1,2.73,293
8/4/2006 20:30,21.5,2.41,293
8/4/2006 20:40,20.9,2.67,293
8/4/2006 20:50,22.1,2.94,293
8/4/2006 21:00,20.5,3.1,293
8/4/2006 21:10,21.7,4.28,293
8/4/2006 21:20,21.3,3.58,293
8/4/2006 21:30,22.6,3.48,293
8/4/2006 21:40,19.4,3.64,315
8/4/2006 21:50,23.5,2.89,293
8/4/2006 22:00,19.2,3.48,293
8/4/2006 22:10,21.4,2.78,315
8/4/2006 22:20,20.3,2.73,315
8/4/2006 22:30,21.2,3.32,293
8/4/2006 22:40,19,3.37,315
8/4/2006 22:50,19.5,3.21,315
8/4/2006 23:00,17.8,3.42,315
8/4/2006 23:10,18,3.48,315
8/4/2006 23:20,19,2.67,315
8/4/2006 23:30,17.3,2.99,315
8/4/2006 23:40,16.8,3.05,315
8/4/2006 23:50,17,3.21,338
8/5/2006 0:00,17.1,2.67,315
8/5/2006 0:10,17.5,2.25,315
8/5/2006 0:20,16.2,2.41,315
8/5/2006 0:30,16.1,2.78,315
8/5/2006 0:40,15.3,2.89,315
8/5/2006 0:50,14.9,2.78,315
8/5/2006 1:00,15.6,2.46,315
8/5/2006 1:10,14.3,3.53,315
8/5/2006 1:20,15.3,2.67,338
8/5/2006 1:30,17,3.05,338
8/5/2006 1:40,15.2,2.57,338
8/5/2006 1:50,14.8,2.62,338
8/5/2006 2:00,12.3,1.98,315
8/5/2006 2:10,15.2,3.1,338
8/5/2006 2:20,14.6,2.19,338
8/5/2006 2:30,14.5,2.3,338
8/5/2006 2:40,16,3.8,338
8/5/2006 2:50,15.9,2.14,338
8/5/2006 3:00,13.5,2.83,338
8/5/2006 3:10,14.9,3.15,338
8/5/2006 3:20,14.9,2.41,338
8/5/2006 3:30,15.5,3.05,338
8/5/2006 3:40,13.3,2.67,338
8/5/2006 3:50,10.3,2.35,338
8/5/2006 4:00,8.4,1.71,0
8/5/2006 4:10,10.1,1.82,0
8/5/2006 4:20,7.8,1.71,0
8/5/2006 4:30,9.8,1.87,338
8/5/2006 4:40,7.5,1.39,338
8/5/2006 4:50,7.9,1.55,315
8/5/2006 5:00,6.1,1.12,338
8/5/2006 5:10,4.2,1.76,315
